Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
CACNG5 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,186,186,74%,1e-54,45.54,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273586.1?report=genbank&log$=prottop&blast_rank=1&RID=0583C5WB01R"",""CAH1273586.1"")"
voltage-dependent calcium channel gamma-5 subunit-like [Branchiostoma floridae],Branchiostoma floridae,186,186,74%,2e-54,45.54,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696133.1?report=genbank&log$=prottop&blast_rank=2&RID=0583C5WB01R"",""XP_035696133.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,164,164,74%,6e-47,42.86,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006816113.1?report=genbank&log$=prottop&blast_rank=3&RID=0583C5WB01R"",""XP_006816113.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,122,122,69%,5e-31,36.27,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776155.1?report=genbank&log$=prottop&blast_rank=4&RID=0583C5WB01R"",""XP_014776155.1"")"
hypothetical protein OCBIM_22024219mg [Octopus bimaculoides],Octopus bimaculoides,117,117,69%,2e-27,34.50,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF83196.1?report=genbank&log$=prottop&blast_rank=5&RID=0583C5WB01R"",""KOF83196.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,117,117,69%,2e-27,34.50,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776145.1?report=genbank&log$=prottop&blast_rank=6&RID=0583C5WB01R"",""XP_014776145.1"")"
CACNG3 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,115,115,72%,1e-26,31.03,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273584.1?report=genbank&log$=prottop&blast_rank=7&RID=0583C5WB01R"",""CAH1273584.1"")"
voltage-dependent calcium channel gamma-3 subunit-like [Branchiostoma floridae],Branchiostoma floridae,114,114,72%,3e-26,31.03,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696291.1?report=genbank&log$=prottop&blast_rank=8&RID=0583C5WB01R"",""XP_035696291.1"")"
PREDICTED: voltage-dependent calcium channel gamma-7 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,101,101,72%,4e-23,33.02,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006822518.1?report=genbank&log$=prottop&blast_rank=9&RID=0583C5WB01R"",""XP_006822518.1"")"
transmembrane GluA regulatory protein [Ciona intestinalis],Ciona intestinalis,100,100,69%,3e-21,32.38,753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAV92798.1?report=genbank&log$=prottop&blast_rank=10&RID=0583C5WB01R"",""BAV92798.1"")"
