Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
voltage-dependent L-type calcium channel subunit beta-2 isoform X1 [Ciona intestinalis],Ciona intestinalis,528,528,77%,0.0,64.59,506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002129248.1?report=genbank&log$=prottop&blast_rank=1&RID=6JBUD1Z8013"",""XP_002129248.1"")"
voltage-dependent L-type calcium channel subunit beta-2 isoform X2 [Ciona intestinalis],Ciona intestinalis,527,527,77%,0.0,64.59,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_009861365.1?report=genbank&log$=prottop&blast_rank=2&RID=6JBUD1Z8013"",""XP_009861365.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X12 [Branchiostoma floridae],Branchiostoma floridae,521,521,75%,2e-179,67.70,568,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661505.1?report=genbank&log$=prottop&blast_rank=3&RID=6JBUD1Z8013"",""XP_035661505.1"")"
PREDICTED: voltage-dependent L-type calcium channel subunit beta-2-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,522,522,76%,4e-178,64.15,707,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006812820.1?report=genbank&log$=prottop&blast_rank=4&RID=6JBUD1Z8013"",""XP_006812820.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X8 [Branchiostoma floridae],Branchiostoma floridae,517,517,75%,8e-178,65.50,581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661501.1?report=genbank&log$=prottop&blast_rank=5&RID=6JBUD1Z8013"",""XP_035661501.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X5 [Branchiostoma floridae],Branchiostoma floridae,515,515,75%,7e-177,64.85,585,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661497.1?report=genbank&log$=prottop&blast_rank=6&RID=6JBUD1Z8013"",""XP_035661497.1"")"
CACNB2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,496,496,75%,1e-171,65.71,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1249484.1?report=genbank&log$=prottop&blast_rank=7&RID=6JBUD1Z8013"",""CAH1249484.1"")"
CACNB2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,495,495,75%,6e-171,65.37,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1249482.1?report=genbank&log$=prottop&blast_rank=8&RID=6JBUD1Z8013"",""CAH1249482.1"")"
CACNB2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,492,492,75%,5e-170,63.57,446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1249483.1?report=genbank&log$=prottop&blast_rank=9&RID=6JBUD1Z8013"",""CAH1249483.1"")"
CACNB2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,494,494,75%,2e-169,65.71,527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1249478.1?report=genbank&log$=prottop&blast_rank=10&RID=6JBUD1Z8013"",""CAH1249478.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X13 [Branchiostoma floridae],Branchiostoma floridae,494,494,75%,4e-169,65.37,566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661506.1?report=genbank&log$=prottop&blast_rank=11&RID=6JBUD1Z8013"",""XP_035661506.1"")"
CACNB2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,490,490,75%,2e-167,63.25,579,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1249475.1?report=genbank&log$=prottop&blast_rank=12&RID=6JBUD1Z8013"",""CAH1249475.1"")"
GuKc domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,487,487,81%,1e-166,60.57,526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_491193.2?report=genbank&log$=prottop&blast_rank=13&RID=6JBUD1Z8013"",""NP_491193.2"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X7 [Branchiostoma floridae],Branchiostoma floridae,488,488,75%,2e-166,62.62,583,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661500.1?report=genbank&log$=prottop&blast_rank=14&RID=6JBUD1Z8013"",""XP_035661500.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X4 [Branchiostoma floridae],Branchiostoma floridae,426,426,75%,5e-142,56.59,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661496.1?report=genbank&log$=prottop&blast_rank=15&RID=6JBUD1Z8013"",""XP_035661496.1"")"
CACNB2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,419,419,75%,2e-141,56.97,447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1249481.1?report=genbank&log$=prottop&blast_rank=16&RID=6JBUD1Z8013"",""CAH1249481.1"")"
CACNB2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,417,417,75%,1e-138,56.51,586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1249473.1?report=genbank&log$=prottop&blast_rank=17&RID=6JBUD1Z8013"",""CAH1249473.1"")"
PREDICTED: voltage-dependent L-type calcium channel subunit beta-2-like [Priapulus caudatus],Priapulus caudatus,400,400,61%,1e-132,62.14,527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014665657.1?report=genbank&log$=prottop&blast_rank=18&RID=6JBUD1Z8013"",""XP_014665657.1"")"
voltage-dependent L-type calcium channel subunit beta-1 isoform X2 [Hydra vulgaris],Hydra vulgaris,399,399,79%,1e-131,51.80,564,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002156135.4?report=genbank&log$=prottop&blast_rank=19&RID=6JBUD1Z8013"",""XP_002156135.4"")"
voltage-dependent L-type calcium channel subunit beta-2 isoform X8 [Hydra vulgaris],Hydra vulgaris,390,390,79%,9e-130,50.00,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047139196.1?report=genbank&log$=prottop&blast_rank=20&RID=6JBUD1Z8013"",""XP_047139196.1"")"
voltage-dependent L-type calcium channel subunit beta-2 isoform X9 [Hydra vulgaris],Hydra vulgaris,389,389,79%,1e-129,50.00,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047139197.1?report=genbank&log$=prottop&blast_rank=21&RID=6JBUD1Z8013"",""XP_047139197.1"")"
voltage-dependent L-type calcium channel subunit beta-2 isoform X5 [Hydra vulgaris],Hydra vulgaris,389,389,79%,2e-129,50.23,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047139193.1?report=genbank&log$=prottop&blast_rank=22&RID=6JBUD1Z8013"",""XP_047139193.1"")"
voltage-dependent L-type calcium channel subunit beta-2 isoform X7 [Hydra vulgaris],Hydra vulgaris,389,389,79%,2e-129,50.00,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047139195.1?report=genbank&log$=prottop&blast_rank=23&RID=6JBUD1Z8013"",""XP_047139195.1"")"
voltage-dependent L-type calcium channel subunit beta-2 isoform X4 [Hydra vulgaris],Hydra vulgaris,389,389,79%,4e-129,50.00,474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047139191.1?report=genbank&log$=prottop&blast_rank=24&RID=6JBUD1Z8013"",""XP_047139191.1"")"
voltage-dependent L-type calcium channel subunit beta-1 isoform X1 [Hydra vulgaris],Hydra vulgaris,389,389,79%,8e-128,50.23,577,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047139189.1?report=genbank&log$=prottop&blast_rank=25&RID=6JBUD1Z8013"",""XP_047139189.1"")"
