ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000169418	NPR1	2.20238372747613	0.496890425257296	1.32834208886878	-2.79525741886759	1.99417190972517	-2.4140610101958	2.04291978792103	0.980601250850427	0.645324096144388	0.874415278857393	2.20083900689708	0.244036487661703	1.71224734764639	-1.5392138826985	2.08640335292484	-1.13896176585687	1.28237824450175	2.13617034042039	-1.32952243334837	-0.169153568707918	-0.110864147316382	-0.536107360866329	-0.624210676079745	0.517177696260575	-0.981128846411933	0.083948411663265	-1.07272085594671	1.66931833487287	2.03151815359395	0.79204896158567
ENSG00000073756	PTGS2	0.441426775879321	-0.229417293859471	1.91606838128034	0.380047539087404	1.22642801004218	-0.828490539094981	-0.203837494870978	-0.388152772456589	1.364761072185	0.218447232511328	0.870739332962431	-0.250145814945321	0.283883624169053	-0.548833069154393	2.51231566720637	-1.64826128039731	-0.411748306714189	-0.389121279750033	-1.65495064940938	0.506940524414742	1.99215271841665	-0.723842936635285	-0.340261106531773	-0.0511568492905132	-0.484801962764213	0.552795233418244	-1.39960160181065	0.0629293945523281	-0.45527984604406	0.0745589271621792
ENSG00000198626	RYR2	-0.789429890569436	-1.69574378673233	-0.157686417541218	-1.80097858524462	2.05786874868624	0.844746699561936	-0.845011321854123	-0.288008341044671	-0.10498488042493	0.553330015892695	-0.465340425153126	3.25499044841307	-1.71026400971362	-1.76305863052958	0.595642115172288	-1.69004439060366	-1.21085461073894	0.643051412557362	-0.286347841108815	0.433814405027773	-0.061783343174701	-0.902891425163168	-1.43145477113744	-1.06035730399192	-0.561625804079637	-0.258755567167833	0.0333347171233125	0.749839607448452	-0.401489316394691	-0.873728629174143
ENSG00000134318	ROCK2	1.10152243050929	-0.745483212400416	1.00724580046333	-2.33415543265467	1.29662964328267	-0.506601406482306	0.884100357583842	0.775986872577285	0.311039706819578	0.250824267079028	0.783859210175808	-1.03583435586609	-1.11500579150506	-1.24521643423628	0.968558041030894	0.3940618189489	0.754897044855305	0.442202839308375	-1.60267951230044	-0.537372060303959	0.165335656178365	-0.141549266016225	0.0632537679254896	0.124157502690443	0.155026193138029	-0.37384137122065	-0.798741170682955	0.193806029961535	1.21841382395596	0.294930355292407
ENSG00000182389	CACNB4	-0.322194921008823	-0.554780580419489	0.477253202213439	-0.582290010969229	0.0373043838808753	1.66002407301521	-0.247315400897406	-0.397032571437771	-0.65233686528462	-0.141536102621403	-0.434189362406365	-0.911021083005796	-0.464740960752333	-1.02970434561428	-0.166416462959429	-0.987687888029139	-0.0156264384725018	-0.631821316893349	-0.883545027601289	0.600872150757391	0.370478775500864	0.461844128430105	-0.101642919104745	-0.646377649863437	-0.641497495006582	-0.517340084600227	1.17726751375894	-0.265510354899219	-0.454819591226284	-0.336974387390842
ENSG00000150995	ITPR1	0.0199439125624107	0.0863028753431853	1.28749347301695	-1.54060333103343	1.99661941499181	0.140801750725034	0.498307661692533	0.595945255873646	0.426282452337283	0.718689036405236	1.51748931282547	-1.07531120759589	-0.459512275042625	-2.25370908246195	0.854299148241937	-2.07918005319686	0.224480939639842	1.67659471389726	-2.23219934587442	0.711826478990587	0.882307930997901	0.10596222855794	-1.02428196132356	0.173205452897701	-0.0801188714440005	-0.264451995527589	-0.504213704225612	1.56033647832123	1.79279207714512	0.307573772029784
ENSG00000157388	CACNA1D	-0.859889738512029	2.1248622612531	-0.00286072179077805	-0.728143130550413	-0.888784490552549	0.499798945331799	0.227382911406456	1.15479495289644	0.0213944217597199	-0.646055200536654	1.48102062250987	-0.651612832305055	0.343186130090685	-0.0257489852078425	2.16318858877981	-0.976484526497839	0.935323258119877	-0.231800370017825	0.0145291037172949	2.44082554990602	1.02254545685958	-0.219539116578379	-0.49491283460958	0.551865509241968	0.886360922278669	-0.403748874187606	0.978063204510519	1.33990421324831	0.152813371546834	-0.621895818537062
ENSG00000173175	ADCY5	0.791038587206067	-1.67457018371183	1.49511701538981	-3.3459026598857	2.06698871773295	0.79248151122157	0.23445884796668	0.593380660766466	1.26912613153994	1.09595821312633	1.04970911508132	1.52129844504846	-0.626767814303883	-1.96856193068442	-0.553948942485931	-2.02085600243712	0.150751003961315	1.04241252227366	-1.19644994104147	1.14174651762105	1.33020212790173	-0.866119853520836	-2.06188789225727	0.205082201183891	-0.205697764990523	0.13729698779871	0.637263274748529	-1.43675493604363	1.19598779963472	-0.195372322120966
ENSG00000145349	CAMK2D	0.611415585969924	-0.454960718301353	0.581337402330565	-1.99003651513541	0.785140821200004	-0.34087029327923	0.311315036950321	0.354754770307429	0.425831612565407	0.120297894779405	0.120425854601436	0.493679472004213	-1.59004244875979	-1.3173143956937	0.546158312706146	0.813385646477622	0.557897917311845	0.126893729320799	-2.04338275848624	-0.77362584821853	0.134158820896842	-0.508894205909895	0.118030285923501	0.0728666235682627	-0.750609959115964	-0.0914789207856156	-0.49634141849039	0.149019045612616	0.374481492820619	0.289126162110725
ENSG00000070808	CAMK2A	-1.19892306197172	-1.31719283366756	0.568933814842099	-1.49970055780957	-1.11756398353949	3.15826520304777	-1.33210319983689	0.227669522323074	-0.462000726044934	-0.201174585153644	0.466775355131379	0.436852604752605	-0.973049663530522	-1.48692511523659	-0.129982813096892	3.32804797804399	-0.154735081219072	-0.927066173099401	-1.55381953341218	0.676640924539485	-0.688304780231173	-1.05238187367148	-1.18700417353225	-0.878507626870551	-0.921984933274167	-0.930723975337668	-1.2541832143859	-1.35068378039088	1.34305388851166	-0.339534188576384
