ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000169418	NPR1	5.62708905655761	5.66469754333473	3.93849458436072	5.6724253419715	5.57673418454211	5.23055369511973	4.7699462479722	0.923727003611173	0.854236072572637	0.948824799065505	0.922317365141466	1.4226473417015	1.05116993797526	0.843254606690081	0.915583790238766	1.16730655210574	0.922996868143526	0.950608582679331	1.22551965127143	1.23889001379591	5.48452394702446	0.94839444962865	2.20180787910665	4.29196465289642	4.53942209130554	4.29291409378759	3.89768510801792	5.32414302516118	2.93521617178766	5.06999898655493	5.6424431660005	4.16844446871546	3.20618962913389	5.15143135563016	5.20527971804255	1.90239027640492	5.52800751202827	2.9054967982371	2.30264239324656	4.72398240360518	5.57777449952381	2.11208172575505	3.27245059039551	3.33074001178704	3.58064491488875	3.50351566274492	3.958781855364	2.46047531269149	3.52555257076669	2.36888330315671	5.1109224939763	5.47312231269737	4.23365312068909	0.287869603595406
ENSG00000073756	PTGS2	1.76382257577865	3.18530247209061	1.73169995446575	3.18140401316498	3.20821749141029	3.18406363242042	3.87718562960556	1.17467808821117	1.3800667308627	0.878545870949981	0.491737880615565	0.671350481006034	1.52354070660571	1.72054963938126	1.12797026945892	1.17287016682031	0.775195531428291	0.765179151795034	2.25275854711829	1.25424064604645	1.75727975345424	1.86514427907129	0.267022350985975	1.3767688765319	1.74954051527168	4.06074054012865	2.65074628130412	2.82399495297547	1.51573558053464	2.42570741795395	2.83185658128765	2.72843876241457	0.700569849685744	2.17786081152445	3.67172716810291	1.41228417917082	4.47343291553159	1.23727431168993	0.31285596792791	1.54936894161103	1.57199596857518	0.306166598915837	2.46805777273996	3.95326996674187	1.62166680988215	1.44452109940599	1.9099603990347	1.476315285561	2.51391248174346	0.561515646514568	2.02404664287755	1.50583740228116	2.0356761754874	2.81917907077452
ENSG00000198626	RYR2	1.29155008246745	0.846672103742758	0.185336695864303	3.70573460472893	3.62673955940597	4.20392515876668	1.72339406505542	1.55684517154613	2.20590053159146	2.69305932963507	4.6345052677856	4.77107382150779	3.06555507355304	3.05704080936983	2.11910944298698	1.61969115102901	3.03623399120879	2.45653797491622	1.20861352979211	1.15153088746462	1.03606916074251	0.0375407614172997	0.0507631808311653	1.65397483372082	1.53825971859999	2.23178466968735	1.35744530122753	3.16546715589296	0.772374027231253	3.69321437231821	1.41574005744351	5.36635081241322	4.90739021544929	0.167991703056877	0.230842831688482	0.118021852067062	2.47672259776892	0.978189057433469	0.191036091992974	0.670225871857694	2.524131895154	1.59473264148782	2.31489488762441	1.81929713942194	0.441821863814018	0.75262762130058	0.820723178604719	1.319454678517	1.6223249154288	1.91441519971995	2.63092009004509	1.47959116620195	1.00735185342249	0.0868634028813265
ENSG00000134318	ROCK2	5.446338308842	5.13517754231977	3.45951707233717	5.42206802208321	5.31744352667263	5.62014498034036	5.21224608520092	2.934546365296	3.43210195450832	3.56888325880638	5.147802706227	5.01335234750046	3.91113693216766	4.10702412520381	3.15816344493642	3.05379915416426	3.49845218959016	3.3454921875915	3.14807799915742	2.77989164714914	5.08910064232143	5.23613106759676	3.58455265533559	4.89902544842851	5.05475269531259	4.5749049582443	4.46195961575839	4.89715137526617	3.63540467498311	5.01861187773703	4.98885949491339	3.50117745017884	2.83946004312878	3.07175514803312	3.4775805787198	2.95978385050131	5.17355832576848	4.06345101872136	4.59906210368649	4.95989732959289	4.64720312404596	2.60232077243715	3.66762822443363	4.37033594091595	3.78029801009918	3.99281244664598	4.32915778742803	4.36002647787561	3.83115891351693	3.40625911405463	4.39880631469912	5.42341410869355	4.49993064002999	1.47589762325382
ENSG00000182389	CACNB4	0.99506911984522	0.485895402973955	0.533693609249043	1.38360054610828	0.962235290422296	1.01698716450729	1.56572739188197	1.72733680053884	2.51257401187362	2.82433673045952	4.83898545117663	4.58202472026051	2.46083527422777	3.24474774747467	1.59076790358029	1.87755894663102	2.97504640201686	2.53651851043795	1.5480150549782	1.59015800940607	0.841158788771126	0.155998356013365	2.15024362787502	0.645407033926456	0.732872744104636	0.510837801757779	0.367508560688217	0.831502048347838	1.13242086998804	0.831104242348155	0.654284827262168	0.249564172130189	0.105842812483251	0.631498636075523	0.458718326780562	0.0587698440542471	0.922057726709103	1.55031831809864	0.100786301639393	1.07284775119603	0.456652872775184	0.204929162067243	1.68934634042592	1.4589529651694	1.61454998130443	1.04331869944548	0.442096539805095	0.44697669466195	0.571134105068305	2.26574170342747	0.822963834769313	0.633654598442248	0.751499802277691	0.127288358624369
ENSG00000150995	ITPR1	3.85011152182507	3.24021467500078	3.64242215060921	5.52693910380593	5.38042369308403	5.63192575009033	4.84361274828298	2.39344417729392	4.20689845148279	3.73570200466901	4.2253506420373	5.32910677168021	4.84568874078347	4.90085152831994	2.8066362809943	2.52650685481649	3.63820177081549	3.22056395363142	2.0348173267545	2.51338391137218	4.05442693695856	2.47683039686986	4.68497449920187	3.99272076284143	4.29547392260809	4.6112233801657	3.40469119458417	5.17476802818555	2.7694867575543	5.24173757155876	5.0736085880915	2.86870909101375	2.09560080143308	3.07794282586857	3.49322070526358	1.30241019280408	4.41041842350797	3.66208150382397	1.47693922206917	3.78060021490587	5.23271398916329	1.3239199293916	4.26794575425662	4.43842720626393	2.28740227010465	2.78199744615737	3.72932472816373	3.47600040382203	3.29166727973844	3.05190557104042	5.11645575358726	5.34891135241115	3.86369304729581	1.40030297924631
ENSG00000157388	CACNA1D	0.140363150016519	0.194708546843849	3.14953446845572	0.163187064499297	0.179657201584489	0.102255748844456	1.02181148541184	0.974330238075812	1.36996292070578	1.14855867682656	2.53371647984719	2.72280032049517	1.83956307819941	1.72913068769032	1.03570370354573	1.33923766729224	1.50382518721009	0.931365264827856	0.997637660869838	0.938273089043335	1.25205511860908	0.0363975931493902	0.882437733376747	1.43138783869469	2.85273854936301	0.964541884060081	1.12096497834299	0.430337191438911	0.387145621848364	0.331765646052215	2.50569282971249	0.680899503572182	0.0673570248943055	1.38615740815528	0.979003081476321	0.99892322199478	3.18786079598243	0.805133090624244	0.048187680704784	1.9599954653225	0.792871837184798	1.03920131091992	3.46549775710864	2.0472176640622	0.634339732084823	0.794363937081724	1.57653771644459	1.91103312948129	0.620923333015017	2.00273541171314	2.36457642045094	1.17748557874946	0.402776388665561	0.161498472320991
ENSG00000173175	ADCY5	4.491606573461	4.09684640471759	1.84861802572402	5.59019584830879	5.47282659432368	5.63264435695817	5.01830522482565	4.2040264964979	4.49315665469294	5.11757453746447	2.87154423836832	3.0042048996878	4.66738422821642	4.5860620904787	4.04574159943775	4.32317527696307	5.13099386830994	4.98833442157066	4.56745470669786	3.89821778748809	3.75764705740253	0.298979474930491	0.216858425039204	3.81440769984031	4.38851392352811	5.45486666338996	4.18361479353617	5.59237833137721	3.0140763666088	5.64021810265632	4.57289732451717	5.24444450537735	4.84591739977801	2.84957406717279	3.8919048642643	1.55462627875142	2.96923926694991	2.65706835591501	1.50233220699873	3.67393921339716	4.5656007317095	2.32673826839438	4.6649347270569	4.85339033733758	1.59654148776096	2.18045015663831	3.72827041061974	3.31749044444532	3.66048519723456	4.16045148418438	2.08643327339222	4.71917600907056	3.32781588731488	0.168165443146045
ENSG00000145349	CAMK2D	5.06029778308572	4.75839479919729	3.85826573605395	5.05838594618157	5.0582323691824	5.13894693139082	4.89456385668586	4.34544620345296	4.17443256953046	2.88708661328772	5.58037239117163	5.58387217545639	3.89758281749097	4.59544309737471	3.48292712888864	4.14166112869466	3.21487623260751	2.69183065824663	3.41134757375214	3.46667580257266	4.62454149130562	5.06649190307695	4.98372493077609	4.72188746562573	4.61946560779603	4.93201944266523	4.56178074388448	4.42727209096627	4.36266936641005	4.51443524665965	4.43365230895674	5.0228108835561	4.59250030914346	2.70674310661412	3.07255310895	2.9959120586616	4.85938476706144	3.8043322484454	5.12661210083292	4.87112437166714	4.4401201836761	2.26984369586906	3.53960060613677	4.44738527525214	4.08616531060646	4.27187970956813	4.38609307792356	3.56261649523934	4.22174753356968	3.81688503586491	4.46224549996791	4.68770794717592	4.60235261646602	1.71003353056985
ENSG00000070808	CAMK2A	0.469747533692705	0.509677796305123	0.369419848436498	0.255662090994665	0.756659578185704	0.705332866530081	2.25554649694616	5.58404697019393	5.65926621306333	5.3557498356253	3.13924971435892	3.73484714717748	5.66279879151633	5.65246717020925	5.59589891485719	5.11027529689091	5.41527281071929	5.18919063093724	3.08930507657272	2.99008880876524	0.354509482267174	0.319724479766654	0.166348249923086	1.88902703137978	1.93701186016975	1.47912813093747	0.99078305647878	2.21451040865946	0.317146043363384	2.21359338403762	2.15338803723544	2.20813072311346	2.03938780501832	0.72810787645368	0.40448478862055	0.199687566867474	1.55662986900717	0.634230808432582	5.01466066014805	1.53187760088499	0.759546509004661	0.132793148691885	2.36325360664355	0.998307901872889	0.570807216843636	0.56759357379522	0.80810505523351	0.764627748829895	0.755888706766394	0.432429467718164	0.335928901713184	3.02966657061572	1.34707849352768	0.191651348321815
