Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
guanylate cyclase soluble subunit alpha-2-like isoform X2 [Branchiostoma floridae],Branchiostoma floridae,531,531,86%,6e-177,46.28,816,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035681740.1?report=genbank&log$=prottop&blast_rank=1&RID=0AJ80FDB01R"",""XP_035681740.1"")"
guanylate cyclase soluble subunit alpha-2-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,531,531,86%,1e-175,46.28,911,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035681739.1?report=genbank&log$=prottop&blast_rank=2&RID=0AJ80FDB01R"",""XP_035681739.1"")"
GUCY1A2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,523,523,86%,8e-174,46.26,820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1267967.1?report=genbank&log$=prottop&blast_rank=3&RID=0AJ80FDB01R"",""CAH1267967.1"")"
GUCY1A2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,523,523,86%,1e-172,46.26,911,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1267966.1?report=genbank&log$=prottop&blast_rank=4&RID=0AJ80FDB01R"",""CAH1267966.1"")"
guanylate cyclase soluble subunit alpha-2-like [Asterias rubens],Asterias rubens,495,495,93%,3e-164,42.99,694,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033632418.1?report=genbank&log$=prottop&blast_rank=5&RID=0AJ80FDB01R"",""XP_033632418.1"")"
PREDICTED: guanylate cyclase soluble subunit alpha-2-like [Octopus bimaculoides],Octopus bimaculoides,475,475,76%,2e-157,46.08,624,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014771324.1?report=genbank&log$=prottop&blast_rank=6&RID=0AJ80FDB01R"",""XP_014771324.1"")"
hypothetical protein OCBIM_22013044mg [Octopus bimaculoides],Octopus bimaculoides,461,461,63%,2e-153,51.71,545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOG01042.1?report=genbank&log$=prottop&blast_rank=7&RID=0AJ80FDB01R"",""KOG01042.1"")"
guanylate cyclase soluble subunit alpha-2-like [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,443,443,77%,6e-145,45.11,634,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030836089.1?report=genbank&log$=prottop&blast_rank=8&RID=0AJ80FDB01R"",""XP_030836089.1"")"
guanylate cyclase soluble subunit alpha-2 isoform X2 [Ciona intestinalis],Ciona intestinalis,428,428,55%,1e-140,51.12,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026691494.1?report=genbank&log$=prottop&blast_rank=9&RID=0AJ80FDB01R"",""XP_026691494.1"")"
guanylate cyclase soluble subunit alpha-2 isoform X1 [Ciona intestinalis],Ciona intestinalis,421,421,55%,1e-137,48.93,536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026691493.1?report=genbank&log$=prottop&blast_rank=10&RID=0AJ80FDB01R"",""XP_026691493.1"")"
guanylate cyclase soluble subunit beta-1-like [Branchiostoma floridae],Branchiostoma floridae,315,315,77%,5e-95,34.21,674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035681658.1?report=genbank&log$=prottop&blast_rank=11&RID=0AJ80FDB01R"",""XP_035681658.1"")"
guanylate cyclase soluble subunit beta-2-like isoform X3 [Asterias rubens],Asterias rubens,310,310,52%,2e-93,45.11,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033638031.1?report=genbank&log$=prottop&blast_rank=12&RID=0AJ80FDB01R"",""XP_033638031.1"")"
guanylate cyclase soluble subunit beta-1-like [Branchiostoma floridae],Branchiostoma floridae,306,306,73%,2e-92,36.89,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035681741.1?report=genbank&log$=prottop&blast_rank=13&RID=0AJ80FDB01R"",""XP_035681741.1"")"
guanylate cyclase soluble subunit beta-2-like isoform X2 [Asterias rubens],Asterias rubens,310,310,52%,7e-92,45.11,806,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033638030.1?report=genbank&log$=prottop&blast_rank=14&RID=0AJ80FDB01R"",""XP_033638030.1"")"
guanylate cyclase soluble subunit beta-2-like isoform X1 [Asterias rubens],Asterias rubens,310,310,52%,1e-91,45.11,830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033638028.1?report=genbank&log$=prottop&blast_rank=15&RID=0AJ80FDB01R"",""XP_033638028.1"")"
GUCY1A2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,308,308,80%,1e-91,33.39,751,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1267965.1?report=genbank&log$=prottop&blast_rank=16&RID=0AJ80FDB01R"",""CAH1267965.1"")"
GUCY1B3 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,300,300,74%,3e-90,35.47,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1267968.1?report=genbank&log$=prottop&blast_rank=17&RID=0AJ80FDB01R"",""CAH1267968.1"")"
guanylate cyclase soluble subunit beta-2 isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,301,301,54%,1e-89,44.21,735,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030837424.1?report=genbank&log$=prottop&blast_rank=18&RID=0AJ80FDB01R"",""XP_030837424.1"")"
guanylate cyclase soluble subunit beta-2 isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,301,301,54%,2e-89,44.21,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030837423.1?report=genbank&log$=prottop&blast_rank=19&RID=0AJ80FDB01R"",""XP_030837423.1"")"
PREDICTED: guanylate cyclase soluble subunit beta-1-like [Octopus bimaculoides],Octopus bimaculoides,293,293,75%,2e-87,34.95,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014783808.1?report=genbank&log$=prottop&blast_rank=20&RID=0AJ80FDB01R"",""XP_014783808.1"")"
PREDICTED: guanylate cyclase soluble subunit beta-2-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,290,290,52%,3e-87,43.01,529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006824413.1?report=genbank&log$=prottop&blast_rank=21&RID=0AJ80FDB01R"",""XP_006824413.1"")"
PREDICTED: uncharacterized protein LOC100197914 [Hydra vulgaris],Hydra vulgaris,303,303,81%,5e-87,34.20,1228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012563239.1?report=genbank&log$=prottop&blast_rank=22&RID=0AJ80FDB01R"",""XP_012563239.1"")"
guanylate cyclase soluble subunit beta-2-like [Asterias rubens],Asterias rubens,295,295,76%,1e-86,33.28,798,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641505.1?report=genbank&log$=prottop&blast_rank=23&RID=0AJ80FDB01R"",""XP_033641505.1"")"
guanylate cyclase soluble subunit beta-2-like [Branchiostoma floridae],Branchiostoma floridae,286,286,57%,8e-86,39.50,540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035694144.1?report=genbank&log$=prottop&blast_rank=24&RID=0AJ80FDB01R"",""XP_035694144.1"")"
Soluble guanylate cyclase gcy-35 [Caenorhabditis elegans],Caenorhabditis elegans,287,287,76%,1e-84,32.97,688,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001252131.1?report=genbank&log$=prottop&blast_rank=25&RID=0AJ80FDB01R"",""NP_001252131.1"")"
