Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,123,123,59%,8e-31,35.20,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006816113.1?report=genbank&log$=prottop&blast_rank=1&RID=057NN8JT013"",""XP_006816113.1"")"
transmembrane GluA regulatory protein [Ciona intestinalis],Ciona intestinalis,128,128,57%,3e-30,33.50,753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAV92798.1?report=genbank&log$=prottop&blast_rank=2&RID=057NN8JT013"",""BAV92798.1"")"
voltage-dependent calcium channel gamma-3 subunit-like [Branchiostoma floridae],Branchiostoma floridae,125,125,60%,4e-30,35.53,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696291.1?report=genbank&log$=prottop&blast_rank=3&RID=057NN8JT013"",""XP_035696291.1"")"
CACNG3 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,124,124,60%,9e-30,35.53,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273584.1?report=genbank&log$=prottop&blast_rank=4&RID=057NN8JT013"",""CAH1273584.1"")"
voltage-dependent calcium channel gamma-5 subunit-like [Branchiostoma floridae],Branchiostoma floridae,118,118,64%,5e-28,32.59,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696133.1?report=genbank&log$=prottop&blast_rank=5&RID=057NN8JT013"",""XP_035696133.1"")"
uncharacterized protein LOC113474605 [Ciona intestinalis],Ciona intestinalis,119,119,57%,4e-27,32.16,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692152.1?report=genbank&log$=prottop&blast_rank=6&RID=057NN8JT013"",""XP_026692152.1"")"
CACNG5 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,114,114,59%,7e-27,32.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273586.1?report=genbank&log$=prottop&blast_rank=7&RID=057NN8JT013"",""CAH1273586.1"")"
hypothetical protein OCBIM_22024219mg [Octopus bimaculoides],Octopus bimaculoides,102,102,63%,9e-22,33.64,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF83196.1?report=genbank&log$=prottop&blast_rank=8&RID=057NN8JT013"",""KOF83196.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,99.0,99.0,63%,1e-21,31.67,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776155.1?report=genbank&log$=prottop&blast_rank=9&RID=057NN8JT013"",""XP_014776155.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,102,102,63%,1e-21,33.64,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776145.1?report=genbank&log$=prottop&blast_rank=10&RID=057NN8JT013"",""XP_014776145.1"")"
PREDICTED: voltage-dependent calcium channel gamma-7 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,96.3,96.3,41%,8e-21,35.92,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006822518.1?report=genbank&log$=prottop&blast_rank=11&RID=057NN8JT013"",""XP_006822518.1"")"
voltage-dependent calcium channel gamma-5 subunit-like [Asterias rubens],Asterias rubens,59.7,59.7,39%,2e-07,31.69,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033631002.1?report=genbank&log$=prottop&blast_rank=12&RID=057NN8JT013"",""XP_033631002.1"")"
Hypp5937 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,49.3,49.3,44%,2e-04,31.94,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1240134.1?report=genbank&log$=prottop&blast_rank=13&RID=057NN8JT013"",""CAH1240134.1"")"
hypothetical protein OCBIM_22012762mg [Octopus bimaculoides],Octopus bimaculoides,43.9,43.9,18%,0.007,40.00,140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF89619.1?report=genbank&log$=prottop&blast_rank=14&RID=057NN8JT013"",""KOF89619.1"")"



		


