ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000169885	CALML6	-0.0859061005771379	-0.463765549444852	-0.208053636098321	-0.799101977123603	-0.37779463267837	-0.0662788386080161	0.25126160810519	0.505621063476938	-0.39033185302202	-0.35032814516373	-0.0470102440278037	-0.892539725904535	-0.231967083933243	0.284079835358907	-0.168335226091843	1.95707924052984	-0.0860468843195785	-0.0782374861267732	0.0148619374578788	0.457173329720989	1.10409413958954	0.0873114495503788	0.303167321638876	-0.223147158360933	0.140440400150173	-0.183164106604637	1.28767816378645	0.266961776357907	0.0632652506409959	0.713046003438286
ENSG00000162409	PRKAA2	-0.540990293619306	-1.19232326166003	0.0338477104570296	-2.13315331830806	0.866290522468529	-0.221645601827237	-0.528373041186785	0.0641392442642916	0.605103734371195	0.808660471361488	0.608911790702284	1.53686713792361	0.651433340024141	-1.63568522038738	-0.184420695733033	2.49843170281696	0.654422702469304	-0.178460450291559	-0.928904266803753	-0.173013709136851	0.311449417960299	0.355647891636821	-1.01233372586906	-0.836315978287776	-0.705323051344759	-0.115759733934359	-0.535659208334886	0.432849507094775	0.32528387283897	-0.228733785457931
ENSG00000142875	PRKACB	-0.253926143271953	-0.486004286900791	0.962641469734371	-1.15706739152255	1.03013963028571	1.7037489279058	-0.224979968536333	0.382771931722205	0.829367249971236	0.0062035819101572	0.25958262287585	-1.04850553685837	-0.818990563544234	-1.44476508564949	-0.343524204049326	-1.86077409520961	-0.257226048258757	-0.0520859533678921	-1.45783198812317	1.26800842381499	0.387791270698289	0.296410661446311	-1.02981841909166	0.222426898822265	0.504603332041944	0.526171437616625	-1.02211114920092	0.0398168913088648	0.57822103835905	-0.260061764663966
ENSG00000213281	NRAS	0.628651280193446	-0.253173095001967	0.0454165765364371	-0.499144349245513	-0.10070646784282	-0.385832319833156	0.470752068024508	0.0516135336037923	0.0832807680083042	0.155179070295123	0.107774721584387	-1.36601473155592	-0.0589383552525708	-0.554185367577863	0.745192779587004	-1.1862045664946	0.37381112419356	0.032017101014166	-0.881752827746495	-0.484394453609113	-0.0289610473553791	0.160891953598208	1.05081850175164	0.535323318499527	0.541091406923112	-0.158572655664203	-0.11957645564614	0.46553000530132	0.134828264609677	0.397293536431246
ENSG00000008118	CAMK1G	-0.830971401537293	0.280600086418019	-0.837841920717239	-1.02997004094038	-0.842962486012381	2.64197820858828	-0.882726133883345	-0.432049656397994	-0.394190118527966	-0.753811935536846	-0.132409131305994	-0.905538464646341	1.38089108624392	-0.833152947117045	0.0398918090042016	-0.891239218168005	-0.358624275233151	3.6916117969909	-0.917965596180266	1.82596821162129	1.5294271497752	-0.985139210366321	-0.607532840216628	-0.63212096510554	2.1110847941311	-0.808382125658927	0.374958763532537	-0.90734435897223	0.101795185940773	-0.228007134334373
ENSG00000213639	PPP1CB	0.1219608930476	0.0427358695810904	0.136184830473009	-0.448420338234763	0.136184830473009	-0.12423533666108	0.127004152675097	0.136184830473009	0.1271450424698	0.134399664045032	0.136184830473009	-0.168167040562688	-0.408878465122481	-1.08070220082245	0.13577907963472	0.136012289296529	0.135644505675176	0.130279379011674	-0.907964829853615	0.120725153614706	0.134261632224955	0.118715737002659	0.124809431398058	0.112172026375794	0.0584388110968033	0.0397283674086423	-0.0370394916562903	0.132361814523989	0.136184830473009	0.136184830473009
ENSG00000143933	CALM2	0.00235205385730033	0.00241326884259507	0.00241326884259507	-0.0165752940143731	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	-0.0171583128623498	0.00241326884259507	0.00072607203362051	0.00241326884259507	0.00108671493802976	0.00241326884259507	0.00241326884259507	-0.0156833780275669	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507	0.00241326884259507
ENSG00000221823	PPP3R1	0.361192596782622	0.0396229690982867	0.189178960735396	0.0492258972532111	0.277404220936876	0.276883542059758	0.203917159737724	0.407370878831555	-0.210398699995108	-0.0848944023239451	0.282524234110221	-1.37299438912034	-1.15695604760683	-0.737317271076498	0.333265251893931	-0.169482828393062	0.410530243059598	0.238117880868644	-1.47967658267991	-0.143715925361723	0.029968773266299	-0.299353158381628	0.32391784598762	-0.227572435753561	0.184740939848806	-0.723096019854473	-0.532992129512495	-0.00969574692800363	0.433664159935893	0.38618665395595
ENSG00000134072	CAMK1	0.818712447829436	0.834060734930487	0.612196729341106	-0.862700549561175	0.831673354686994	0.401958515208947	0.677967291196982	0.656615158313968	0.311188279851834	0.00110373890200452	0.72951393509184	-1.03904175641782	-0.162287636383045	-0.180992759122953	0.622118613266796	-2.42413815961497	0.802704946711183	0.830770907898434	-2.0157249999136	0.462853342666652	0.78185028990247	-0.813573733812058	-0.783338203171308	-0.246767862599451	-0.0765567981152	-0.314671619547503	0.772236347196319	0.599618960426352	0.832753751085864	0.0524633973313505
ENSG00000067560	RHOA	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.000466709706014203	0.00143250605227063	0.000151211370894895	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	-0.0133107263644869	0.00143250605227063	-0.0184013112203143	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	-0.00905849709486839	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063	0.00143250605227063
ENSG00000138814	PPP3CA	0.517187027493354	-0.0434161939241176	0.356145886184096	-0.687922216702695	0.0713032701449544	0.853503054160689	0.491878435106893	0.378070412858757	-0.272577191339312	-0.478876280125338	0.077376712617619	-1.63361503653598	-1.64690052767366	-1.79335813029018	0.215887268001025	-0.209450976949196	0.682747629300986	0.192220725357615	-1.8123139811683	-0.390518078697268	1.07486956847353	0.179322503270407	0.48478166051357	-0.362733612447205	-0.451528922898747	-0.541680627690971	-0.707074040374875	-0.0449101256590344	-0.00765549262942241	0.49743388720993
