Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MAP2K1 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,530,530,86%,0.0,75.42,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1254160.1?report=genbank&log$=prottop&blast_rank=1&RID=6MPA96D001R"",""CAH1254160.1"")"
MAP2K1 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,527,527,86%,0.0,75.42,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1254161.1?report=genbank&log$=prottop&blast_rank=2&RID=6MPA96D001R"",""CAH1254161.1"")"
LOW QUALITY PROTEIN: dual specificity mitogen-activated protein kinase kinase 1-like [Branchiostoma floridae],Branchiostoma floridae,522,522,86%,0.0,75.14,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035665490.1?report=genbank&log$=prottop&blast_rank=3&RID=6MPA96D001R"",""XP_035665490.1"")"
PREDICTED: dual specificity mitogen-activated protein kinase kinase 1-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,521,521,86%,0.0,73.03,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006815199.1?report=genbank&log$=prottop&blast_rank=4&RID=6MPA96D001R"",""XP_006815199.1"")"
dual specificity mitogen-activated protein kinase kinase 1-like [Asterias rubens],Asterias rubens,502,502,86%,8e-176,71.71,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033634889.1?report=genbank&log$=prottop&blast_rank=5&RID=6MPA96D001R"",""XP_033634889.1"")"
dual specificity mitogen-activated protein kinase kinase 1-like [Acropora millepora],Acropora millepora,499,499,83%,5e-175,72.92,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044163145.1?report=genbank&log$=prottop&blast_rank=6&RID=6MPA96D001R"",""XP_044163145.1"")"
PREDICTED: dual specificity mitogen-activated protein kinase kinase 1-like [Priapulus caudatus],Priapulus caudatus,499,499,83%,1e-174,71.14,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014672551.1?report=genbank&log$=prottop&blast_rank=7&RID=6MPA96D001R"",""XP_014672551.1"")"
dual specificity mitogen-activated protein kinase kinase 1 isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,471,471,86%,3e-163,67.79,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_781505.3?report=genbank&log$=prottop&blast_rank=8&RID=6MPA96D001R"",""XP_781505.3"")"
dual specificity mitogen-activated protein kinase kinase 1 isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,462,462,86%,1e-159,66.57,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011677450.1?report=genbank&log$=prottop&blast_rank=9&RID=6MPA96D001R"",""XP_011677450.1"")"
dual specificity mitogen-activated protein kinase kinase 1 [Hydra vulgaris],Hydra vulgaris,455,455,82%,2e-157,67.66,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047139664.1?report=genbank&log$=prottop&blast_rank=10&RID=6MPA96D001R"",""XP_047139664.1"")"
mitogen-activated protein kinase kinase [Ciona intestinalis],Ciona intestinalis,429,429,85%,2e-147,62.68,377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071954.1?report=genbank&log$=prottop&blast_rank=11&RID=6MPA96D001R"",""NP_001071954.1"")"
PREDICTED: dual specificity mitogen-activated protein kinase kinase 1-like [Amphimedon queenslandica],Amphimedon queenslandica,374,374,83%,2e-125,55.59,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003384864.1?report=genbank&log$=prottop&blast_rank=12&RID=6MPA96D001R"",""XP_003384864.1"")"
Dual specificity mitogen-activated protein kinase kinase mek-2 [Caenorhabditis elegans],Caenorhabditis elegans,367,367,78%,6e-123,57.78,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_491087.1?report=genbank&log$=prottop&blast_rank=13&RID=6MPA96D001R"",""NP_491087.1"")"
uncharacterized protein MONBRDRAFT_18821 [Monosiga brevicollis MX1],Monosiga brevicollis MX1,324,324,82%,8e-106,48.51,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_001745338.1?report=genbank&log$=prottop&blast_rank=14&RID=6MPA96D001R"",""XP_001745338.1"")"
STE/STE7/MEK1 protein kinase [Salpingoeca rosetta],Salpingoeca rosetta,309,309,83%,6e-100,48.96,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_004994653.1?report=genbank&log$=prottop&blast_rank=15&RID=6MPA96D001R"",""XP_004994653.1"")"
hypothetical protein AN3422.2 [Aspergillus nidulans FGSC A4],Aspergillus nidulans FGSC A4,282,282,80%,1e-87,44.62,539,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_661026.1?report=genbank&log$=prottop&blast_rank=16&RID=6MPA96D001R"",""XP_661026.1"")"
Dual specificity protein kinase FUZ7 [Fusarium culmorum],Fusarium culmorum,275,275,80%,3e-85,44.62,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PTD03179.1?report=genbank&log$=prottop&blast_rank=17&RID=6MPA96D001R"",""PTD03179.1"")"
dual specificity mitogen-activated protein kinase kinase 5-like isoform X1 [Asterias rubens],Asterias rubens,261,261,82%,5e-81,40.96,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033634118.1?report=genbank&log$=prottop&blast_rank=18&RID=6MPA96D001R"",""XP_033634118.1"")"
PREDICTED: dual specificity mitogen-activated protein kinase kinase 5-like [Priapulus caudatus],Priapulus caudatus,258,258,81%,2e-79,40.98,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014674450.1?report=genbank&log$=prottop&blast_rank=19&RID=6MPA96D001R"",""XP_014674450.1"")"
dual specificity mitogen-activated protein kinase kinase 5 isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,251,251,80%,4e-77,41.18,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030832379.1?report=genbank&log$=prottop&blast_rank=20&RID=6MPA96D001R"",""XP_030832379.1"")"
MAP2K5 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,250,250,78%,1e-76,41.59,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1253387.1?report=genbank&log$=prottop&blast_rank=21&RID=6MPA96D001R"",""CAH1253387.1"")"
