Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
calmodulin isoform X1 [Branchiostoma floridae],Branchiostoma floridae,299,299,89%,6e-102,83.62,213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035669395.1?report=genbank&log$=prottop&blast_rank=1&RID=059ZWHVJ013"",""XP_035669395.1"")"
calmodulin [Asterias rubens],Asterias rubens,296,296,75%,1e-101,98.65,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033630644.1?report=genbank&log$=prottop&blast_rank=2&RID=059ZWHVJ013"",""XP_033630644.1"")"
calmodulin isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,296,296,76%,2e-101,96.67,156,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_001177619.1?report=genbank&log$=prottop&blast_rank=3&RID=059ZWHVJ013"",""XP_001177619.1"")"
RecName: Full=Calmodulin-2; Short=CaM 2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,295,295,75%,4e-101,97.30,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q9UB37.3?report=genbank&log$=prottop&blast_rank=4&RID=059ZWHVJ013"",""Q9UB37.3"")"
calmodulin [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,294,294,75%,5e-101,97.97,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_780862.4?report=genbank&log$=prottop&blast_rank=5&RID=059ZWHVJ013"",""XP_780862.4"")"
calmodulin [Saccoglossus kowalevskii],Saccoglossus kowalevskii,294,294,75%,6e-101,97.97,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001171813.1?report=genbank&log$=prottop&blast_rank=6&RID=059ZWHVJ013"",""NP_001171813.1"")"
Calmodulin [Caenorhabditis elegans],Caenorhabditis elegans,293,293,75%,1e-100,97.97,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_503386.1?report=genbank&log$=prottop&blast_rank=7&RID=059ZWHVJ013"",""NP_503386.1"")"
calmodulin isoform X3 [Branchiostoma floridae],Branchiostoma floridae,294,294,81%,1e-100,91.88,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035669412.1?report=genbank&log$=prottop&blast_rank=8&RID=059ZWHVJ013"",""XP_035669412.1"")"
calmodulin [Ciona intestinalis],Ciona intestinalis,293,293,75%,2e-100,97.30,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001027633.1?report=genbank&log$=prottop&blast_rank=9&RID=059ZWHVJ013"",""NP_001027633.1"")"
calmodulin [Acropora millepora],Acropora millepora,298,712,76%,2e-100,97.33,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029205908.1?report=genbank&log$=prottop&blast_rank=10&RID=059ZWHVJ013"",""XP_029205908.1"")"
calmodulin-beta [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,292,292,75%,3e-100,97.30,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011675927.1?report=genbank&log$=prottop&blast_rank=11&RID=059ZWHVJ013"",""XP_011675927.1"")"
calmodulin-A-like [Asterias rubens],Asterias rubens,296,612,82%,4e-100,91.41,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033647809.1?report=genbank&log$=prottop&blast_rank=12&RID=059ZWHVJ013"",""XP_033647809.1"")"
calmodulin-like [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,294,294,75%,4e-100,97.97,213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030855323.1?report=genbank&log$=prottop&blast_rank=13&RID=059ZWHVJ013"",""XP_030855323.1"")"
calmodulin-A isoform X2 [Branchiostoma floridae],Branchiostoma floridae,294,427,89%,5e-100,83.43,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035669404.1?report=genbank&log$=prottop&blast_rank=14&RID=059ZWHVJ013"",""XP_035669404.1"")"
calmodulin-like [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,292,292,75%,5e-100,96.62,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030854314.1?report=genbank&log$=prottop&blast_rank=15&RID=059ZWHVJ013"",""XP_030854314.1"")"
calmodulin [Asterias rubens],Asterias rubens,291,291,75%,5e-100,96.62,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QAA95987.1?report=genbank&log$=prottop&blast_rank=16&RID=059ZWHVJ013"",""QAA95987.1"")"
calmodulin [Salpingoeca rosetta],Salpingoeca rosetta,291,291,75%,9e-100,95.95,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_004993230.1?report=genbank&log$=prottop&blast_rank=17&RID=059ZWHVJ013"",""XP_004993230.1"")"
calmodulin-like [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,291,291,75%,9e-100,96.62,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030854592.1?report=genbank&log$=prottop&blast_rank=18&RID=059ZWHVJ013"",""XP_030854592.1"")"
