Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
CACNG5 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,191,191,75%,2e-56,45.07,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273586.1?report=genbank&log$=prottop&blast_rank=1&RID=058U3KNE01R"",""CAH1273586.1"")"
voltage-dependent calcium channel gamma-5 subunit-like [Branchiostoma floridae],Branchiostoma floridae,190,190,75%,3e-56,45.07,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696133.1?report=genbank&log$=prottop&blast_rank=2&RID=058U3KNE01R"",""XP_035696133.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,159,159,75%,4e-45,40.48,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006816113.1?report=genbank&log$=prottop&blast_rank=3&RID=058U3KNE01R"",""XP_006816113.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,134,134,75%,9e-36,37.61,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776155.1?report=genbank&log$=prottop&blast_rank=4&RID=058U3KNE01R"",""XP_014776155.1"")"
hypothetical protein OCBIM_22024219mg [Octopus bimaculoides],Octopus bimaculoides,124,124,80%,6e-30,34.36,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF83196.1?report=genbank&log$=prottop&blast_rank=5&RID=058U3KNE01R"",""KOF83196.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,124,124,80%,7e-30,34.36,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776145.1?report=genbank&log$=prottop&blast_rank=6&RID=058U3KNE01R"",""XP_014776145.1"")"
CACNG3 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,122,122,76%,3e-29,32.23,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273584.1?report=genbank&log$=prottop&blast_rank=7&RID=058U3KNE01R"",""CAH1273584.1"")"
voltage-dependent calcium channel gamma-3 subunit-like [Branchiostoma floridae],Branchiostoma floridae,119,119,76%,3e-28,31.75,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696291.1?report=genbank&log$=prottop&blast_rank=8&RID=058U3KNE01R"",""XP_035696291.1"")"
hypothetical protein OCBIM_22024222mg [Octopus bimaculoides],Octopus bimaculoides,100,100,54%,4e-23,37.18,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF83199.1?report=genbank&log$=prottop&blast_rank=9&RID=058U3KNE01R"",""KOF83199.1"")"
PREDICTED: voltage-dependent calcium channel gamma-7 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,100,100,48%,1e-22,35.51,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006822518.1?report=genbank&log$=prottop&blast_rank=10&RID=058U3KNE01R"",""XP_006822518.1"")"
transmembrane GluA regulatory protein [Ciona intestinalis],Ciona intestinalis,103,103,65%,3e-22,34.33,753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAV92798.1?report=genbank&log$=prottop&blast_rank=11&RID=058U3KNE01R"",""BAV92798.1"")"
hypothetical protein OCBIM_22029385mg [Octopus bimaculoides],Octopus bimaculoides,94.7,94.7,54%,5e-21,37.82,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF97505.1?report=genbank&log$=prottop&blast_rank=12&RID=058U3KNE01R"",""KOF97505.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,94.4,94.4,54%,6e-21,37.18,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014788097.1?report=genbank&log$=prottop&blast_rank=13&RID=058U3KNE01R"",""XP_014788097.1"")"
uncharacterized protein LOC113474605 [Ciona intestinalis],Ciona intestinalis,97.4,97.4,54%,4e-20,37.97,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692152.1?report=genbank&log$=prottop&blast_rank=14&RID=058U3KNE01R"",""XP_026692152.1"")"
voltage-dependent calcium channel gamma-5 subunit-like [Asterias rubens],Asterias rubens,89.4,89.4,71%,2e-18,28.25,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033631002.1?report=genbank&log$=prottop&blast_rank=15&RID=058U3KNE01R"",""XP_033631002.1"")"
hypothetical protein OCBIM_22029385mg [Octopus bimaculoides],Octopus bimaculoides,84.0,84.0,43%,3e-17,41.46,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF97504.1?report=genbank&log$=prottop&blast_rank=16&RID=058U3KNE01R"",""KOF97504.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Priapulus caudatus],Priapulus caudatus,79.7,79.7,42%,7e-16,37.40,142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014676579.1?report=genbank&log$=prottop&blast_rank=17&RID=058U3KNE01R"",""XP_014676579.1"")"
PREDICTED: uncharacterized protein LOC106806828 [Priapulus caudatus],Priapulus caudatus,72.4,72.4,52%,6e-12,32.21,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664435.1?report=genbank&log$=prottop&blast_rank=18&RID=058U3KNE01R"",""XP_014664435.1"")"
hypothetical protein OCBIM_22027903mg [Octopus bimaculoides],Octopus bimaculoides,60.1,60.1,26%,4e-09,39.47,100,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF97958.1?report=genbank&log$=prottop&blast_rank=19&RID=058U3KNE01R"",""KOF97958.1"")"
hypothetical protein OCBIM_22014266mg [Octopus bimaculoides],Octopus bimaculoides,51.6,51.6,20%,2e-06,44.07,62,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF64403.1?report=genbank&log$=prottop&blast_rank=20&RID=058U3KNE01R"",""KOF64403.1"")"
hypothetical protein OCBIM_22012762mg [Octopus bimaculoides],Octopus bimaculoides,52.8,52.8,24%,4e-06,42.03,140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF89619.1?report=genbank&log$=prottop&blast_rank=21&RID=058U3KNE01R"",""KOF89619.1"")"
STarGazin (mammalian calcium channel) homolog [Caenorhabditis elegans],Caenorhabditis elegans,55.1,55.1,72%,5e-06,24.34,366,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001021976.1?report=genbank&log$=prottop&blast_rank=22&RID=058U3KNE01R"",""NP_001021976.1"")"
STarGazin (mammalian calcium channel) homolog [Caenorhabditis elegans],Caenorhabditis elegans,49.3,49.3,71%,3e-04,22.61,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001024556.2?report=genbank&log$=prottop&blast_rank=23&RID=058U3KNE01R"",""NP_001024556.2"")"
