ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000175206	NPPA	2.23206399380244	1.6290838397663	1.39534197920007	1.61031061668614	2.15504958328181	1.90518738712248	2.22647796968912	1.71316020511305	2.08402358203153	1.98018475282986	1.75664972766627	5.04585987915276	1.2861416295538	1.41496168137782	2.61648935661557	1.84728340711493	2.43432150966798	2.14267728106843	1.22671989156531	2.86095933436338	2.72217769807871	1.73561231900042	1.90856661057306	2.1658925402248	2.30481877621874	1.59419559220699	3.81594612292288	2.36379530290824	2.22080711912478	2.30280424205194
ENSG00000177606	JUN	5.67165129389193	5.45328739246043	5.6724253419715	4.05413409883086	5.67055153179894	5.34188350434862	5.66601017531995	5.6724253419715	5.66756629991308	5.65788199164963	5.6724253419715	5.48748222118536	5.5448713424726	5.37615244633598	5.6724253419715	5.6286951193815	5.6724253419715	5.6724253419715	5.64921282507586	5.59983308899557	5.66960108488401	5.67000428427914	5.66804800716139	5.6685466924471	5.41417433022893	5.6724253419715	5.33565311207148	5.66517481736931	5.6724253419715	5.66745620789203
ENSG00000065135	GNAI3	3.17640367273987	2.38161315989891	2.93197244285088	3.12418558831607	3.15707440441442	1.84477527958723	3.01813215693265	3.1717566655841	2.76724419031466	3.08606140327677	2.96654660654847	1.43512242559821	2.03029398619818	1.85176351407794	2.97021164795394	1.2509493097098	3.13880590779598	2.89196433551497	1.6899039394137	2.41438044478851	2.65143865031819	2.69356630081444	3.74297655094521	2.61010715835757	2.85726246602418	2.26971419165695	2.61034485474348	2.71466519081186	3.1811298727442	3.4082638679284
ENSG00000131791	PRKAB2	4.21598734061826	4.08269948077038	5.1645913081982	2.07948799619895	5.3427661478755	3.62715257546091	4.25326299768942	5.20419385412748	5.00925455016081	4.54516234310955	5.0052416270007	3.7858667026232	3.35866289282889	4.58545517404093	4.52821006329795	5.61801669255597	5.17109726363563	4.73560866227423	3.97429598674272	3.919242427696	4.52029922607496	3.85728390550456	4.72192053466811	4.72803951942001	4.07425468722644	4.68575829427103	3.96154489663209	4.02731384350167	5.46157818939677	4.89899418302042
ENSG00000162728	KCNJ9	0.141083800775303	0.11734454038404	0.0681056527880276	0.0657826479523797	0.246962103266913	5.19819492119268	0.127128630258967	0.0660409186144649	0.348654340022161	0.124526360894435	0.151666479620724	0.0845145503410548	0.113016377933609	0.0570825618814083	0.114943048193178	0.0591082078209434	0.459946541465703	0.142205541953829	0.0495200834949795	2.13543777546634	0.139348437695904	0.0916051918487448	0.217105760298054	0.201556454054244	0.0716653249701622	0.16384056976638	1.09462419290367	0.129593622657111	0.102877349438666	0.161188366326229
ENSG00000116711	PLA2G4A	3.35548377353562	3.48989820857237	4.84399295891245	2.19645864822493	3.13019887602721	1.47394712779198	3.01794993806639	4.00426122934777	3.95732223586835	2.96812965774128	4.18200102273589	1.91363769386391	2.49435603347859	0.699754730146635	3.58833457786103	0.564528609918289	3.09265657147768	3.12058449584699	1.757342764823	2.33955269970422	3.6775035790104	3.42332426010029	3.35157818944882	3.24371320087251	2.76436049164994	2.67677865163742	2.47095141733209	2.79532112333039	4.05818590749544	4.23380337462333
ENSG00000116741	RGS2	5.20782612589965	5.65874162951336	5.6724253419715	5.15984767306993	5.59104733571299	4.54904307279723	5.29406898620647	5.41822834846751	5.50440514950485	5.43994527623516	5.46355030261509	4.15519617735031	4.79062338494469	3.66618476229664	5.66815598762394	2.3165477627412	5.51723823796853	5.61903605105229	4.94801750945602	5.66651045190472	5.65145040567445	4.75275321913766	4.73791895589216	5.63243695184494	5.6724253419715	5.35850463763698	4.79314867478483	4.72841237124925	5.6724253419715	5.376037411049
ENSG00000081248	CACNA1S	0.133488771912333	0.0247350769260378	0.0889229428622422	0.107850252725239	0.429526363635584	0.306878375144998	0.0899169228350769	0.0216583358945011	0.11072912582201	0.093982661993874	0.0351543401630064	0.075677904273259	0.21708985974897	0.0291887906869884	0.306889232964685	5.61420983156768	0.147229779735991	0.0773879504666722	0.0322813538517977	0.0410048998046018	0.225408637434231	0.792002785532631	0.0882985344432555	0.101851462680946	0.0950551279706818	0.07416169677221	0.440010604297463	0.108603784059276	0.0737096138227995	0.0893685112541254
ENSG00000077157	PPP1R12B	4.58045932120292	2.61342046379817	5.53664536050999	2.28651671252124	5.65954712874675	3.4407551026456	4.61319750541013	5.20306856088156	5.2811304061053	5.02362443392392	5.54916906849418	5.22387257009887	2.93520234281386	2.25233537024275	4.7393043743981	5.14844129729331	5.29336019936287	5.20433503022401	1.94490346898962	3.33239401059992	5.36064353389169	4.02599963259811	3.39661398378774	4.50526438981744	4.32314214620683	4.39725722925579	3.55340532772963	4.12994115502701	5.67161329798809	4.62071981966852
ENSG00000138031	ADCY3	5.59382001301469	3.19983542079772	4.87228171536909	2.74634135930448	5.1366811440988	3.78746603773761	5.541259474472	5.53371587350491	4.19370356870069	4.6245814444409	5.54533045051586	3.31976413657354	2.97537959499655	1.31010274514955	5.16240911542669	2.60957725507263	5.66963747988482	5.55930690747747	2.36195259905141	4.72216459272072	4.78731146475349	3.93172292791253	4.93486193482462	4.57853597746703	4.08563054161115	3.81046811531559	3.22257768393285	5.05267858637562	5.63217495334186	5.0932598719382
ENSG00000162989	KCNJ3	0.181391239619686	0.312224419207536	0.715948394026563	0.0369123443756161	2.71046048748727	2.91840978507028	0.171517760208445	1.02578033418162	0.448751704938133	0.719193457358278	0.844436322249774	1.97838873962894	1.9293172019598	0.684201641547681	0.169227209611885	0.147675875947918	1.56980961673294	0.259015945183509	0.648942437281168	3.83568196266036	1.58190840352693	0.0267246468128545	0.0984791646100322	1.79644802713734	0.676359523563225	0.523054744975738	0.464254734526744	0.100573000319812	0.359417608981668	1.0657743413333
ENSG00000115592	PRKAG3	0.108172911505702	0.0325639097273751	0.154733088628598	0.0740809256981205	0.478867497155707	0.152484048548536	0.108902082091213	0.0965462833421969	0.076525947785252	0.102731637994377	0.0716244889540294	0.271247319337002	0.027566174215644	0.0782131135938866	0.131358052898443	4.59878881394737	0.229541599386796	0.0700364079915136	0.0161041728115364	0.144610513155222	0.376593790239238	0.642141323174538	0.255732716760184	0.0712809372740441	0.0424702000212504	0.0440501834812051	0.391587024860874	0.0817963335483099	0.0656710768728831	0.147321349670857
ENSG00000180914	OXTR	0.355756990793856	0.377314025596163	0.427809731258634	0.803417719049253	0.995834504507719	1.96413062355058	3.03287138364955	0.860950125050734	0.473232723512492	0.864936240108751	1.12188904701967	0.419191407641675	0.518899963465841	0.17212702997604	0.920931392482828	0.247596190016929	0.925415322707598	1.54933801171344	0.171450180837461	0.720787111644571	1.30181311281782	0.419830412529513	0.814554513603825	0.494476247962761	0.748488398920084	0.362871133210777	0.82973014772204	0.705900591348693	1.40012001838055	0.544038960670052
ENSG00000132155	RAF1	5.6694079345037	5.57561798590319	5.6724253419715	5.62452131648744	5.6724253419715	5.04334746827996	5.67072493797595	5.6724253419715	5.6576091028091	5.66607480521186	5.6724253419715	5.41499549976382	5.3243489622731	5.52192682604771	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.20158665696026	5.65182287307181	5.67196688552861	5.65427967057168	5.6724253419715	5.67084269836085	5.67142199951916	5.66299493359906	5.66822204949609	5.67182186752439	5.6724253419715	5.67222925004575
ENSG00000114353	GNAI2	5.6724253419715	5.64819967591141	5.6724253419715	5.66756217636974	5.6724253419715	5.54144946300214	5.6724253419715	5.6724253419715	5.54927386968981	5.65628897428131	5.6724253419715	5.38627926782678	5.33075559020827	5.27922556643481	5.6724253419715	4.60128519092175	5.6724253419715	5.6724253419715	4.12074931075617	5.67241934095569	5.67028819587687	5.49943174297537	5.63885385281359	5.60390714505828	5.6724253419715	5.19635155231231	5.66849262900117	5.67056475640132	5.6724253419715	5.67138220415074
ENSG00000007402	CACNA2D2	1.45103593934271	0.620780958638714	1.44949683319966	1.03009891304009	1.91328768336459	3.15044901620124	1.85033865533761	2.38613316988806	1.79920337577539	1.50401520292488	2.17048656280999	2.03854932550012	2.04383882447669	0.451319834598965	4.796361464623	1.08186657523589	1.64478610952267	2.70947871881312	1.3146446494193	4.17525180444417	2.4560654555701	1.7892248641691	1.53312749953663	1.84161767505101	1.6753991734294	2.45153580870789	3.98737494169215	2.46668479764812	2.5815546371219	1.72583189462111
ENSG00000157445	CACNA2D3	1.33629291846003	0.913347297189433	1.0475948855372	0.557963874193324	1.62822543678328	3.04255891812357	1.13166301043649	1.60660781083815	1.76434534174717	2.05700392777494	1.64919876570544	2.98421297685374	1.57406884350229	0.0585366927968539	2.07848810188496	3.16076496905289	1.84631213382041	2.64496786948834	0.13575809889905	2.52599765958498	2.12146698712452	1.01115945316072	0.936319072753949	1.09246330574233	1.39073395238992	1.60250325518129	3.603652303434	1.58093181793309	1.09635005581768	2.43764932988002
ENSG00000065534	MYLK	4.91512705117798	3.0134403087045	5.64708647019913	0.681458364814047	5.65379254155332	2.95369766269302	5.06643653480695	5.44569173141565	5.35922303478761	5.11415169266511	5.6724253419715	2.32331600995261	3.54604408876697	3.28107312992325	5.57461682892058	1.74334735902144	4.18758745870468	5.25787355757541	1.58968566760057	2.26399535613724	5.45766026685444	4.18422125766708	3.87584646185407	4.74721927357902	4.81939665085691	4.45339277714313	4.36181016269502	4.1622691778695	5.67085355224402	4.93147467457937
ENSG00000004468	CD38	2.38460935822908	2.06695502082856	1.23698103441443	2.71614065968745	1.75763422943604	1.87410065172579	1.78079331436217	1.16124295859824	1.36054202894625	1.49894216639678	2.02109831039154	1.83822964241407	0.846801688858975	1.32347484343679	2.89564521966524	2.14878642971619	2.37223434753176	0.551146171237555	0.313680144660208	2.16878551818028	2.85308918174732	1.64211615340748	0.28247032047791	3.05285915644421	4.76294655704638	1.12292034328882	0.900431958549275	2.47514915492724	0.652678648423714	1.06628496520475
ENSG00000078295	ADCY2	1.24669068944915	0.735774166667911	1.8563269025114	0.0546974379916572	1.93013758322451	4.16153351601409	1.78888808980207	2.63359222704982	1.9839891292515	1.63118144743612	2.23560673975834	0.230303005226575	0.292788605328614	0.0231079812341383	0.603995329610804	4.65528965000432	1.84092110408826	2.48295834153478	0.196718313718664	3.51857216957364	3.09043287862318	1.5639550013471	1.89684355873717	1.1279711930698	0.221417076480657	1.43481063227632	2.37407890073922	0.735145650374388	2.86562541513975	2.51597469605116
ENSG00000081189	MEF2C	4.1117333421274	3.53128975136716	3.54102592357724	2.31911360010083	4.84415391282041	3.06028351945753	3.87264853111948	3.64588847575144	3.11128704211595	2.68935174010743	3.5760339513164	2.63627185279562	2.00646504615742	1.07272950467666	3.75055553915146	4.9406189992549	3.50981051765194	4.14819323008966	0.923986365334027	3.01972735691057	2.96598517423516	2.61478094518315	1.79732787479615	3.14776424162862	4.02198079471292	2.08751894444608	2.28958547378436	4.03443119045061	4.22125115780839	2.91011410621577
