Entrez ID	Gene	Gene length	Gene type	CDS	dN/dS high quality - Homo sapiens	dN/dS medium quality - Homo sapiens	dN/dS low quality - Homo sapiens	dN/dS high quality - Altaï	dN/dS medium quality - Altaï	dN/dS low quality - Altaï	dN/dS high quality - Denisovan	dN/dS medium quality - Denisovan	dN/dS low quality - Denisovan	dN/dS high quality - Pan troglodytes	dN/dS medium quality - Pan troglodytes	dN/dS low quality - Pan troglodytes	dN/dS high quality - Gorilla gorilla	dN/dS medium quality - Gorilla gorilla	dN/dS low quality - Gorilla gorilla	dN/dS high quality - Pongo abelii	dN/dS medium quality - Pongo abelii	dN/dS low quality - Pongo abelii	dN/dS high quality - Macaca mulatta	dN/dS medium quality - Macaca mulatta	dN/dS low quality - Macaca mulatta	dN/dS high quality - Callithrix jacchus	dN/dS medium quality - Callithrix jacchus	dN/dS low quality - Callithrix jacchus	pN/pS 1% - Homo sapiens	pN/pS 5% - Homo sapiens	pN/pS all - Homo sapiens	dN high quality - Homo sapiens	dN medium quality - Homo sapiens	dN low quality - Homo sapiens	dN high quality - Altaï	dN medium quality - Altaï	dN low quality - Altaï	dN high quality - Denisovan	dN medium quality - Denisovan	dN low quality - Denisovan	dN high quality - Pan troglodytes	dN medium quality - Pan troglodytes	dN low quality - Pan troglodytes	dN high quality - Gorilla gorilla	dN medium quality - Gorilla gorilla	dN low quality - Gorilla gorilla	dN high quality - Pongo abelii	dN medium quality - Pongo abelii	dN low quality - Pongo abelii	dN high quality - Macaca mulatta	dN medium quality - Macaca mulatta	dN low quality - Macaca mulatta	dN high quality - Callithrix jacchus	dN medium quality - Callithrix jacchus	dN low quality - Callithrix jacchus	dS high quality - Homo sapiens	dS medium quality - Homo sapiens	dS low quality - Homo sapiens	dS high quality - Altaï	dS medium quality - Altaï	dS low quality - Altaï	dS high quality - Denisovan	dS medium quality - Denisovan	dS low quality - Denisovan	dS high quality - Pan troglodytes	dS medium quality - Pan troglodytes	dS low quality - Pan troglodytes	dS high quality - Gorilla gorilla	dS medium quality - Gorilla gorilla	dS low quality - Gorilla gorilla	dS high quality - Pongo abelii	dS medium quality - Pongo abelii	dS low quality - Pongo abelii	dS high quality - Macaca mulatta	dS medium quality - Macaca mulatta	dS low quality - Macaca mulatta	dS high quality - Callithrix jacchus	dS medium quality - Callithrix jacchus	dS low quality - Callithrix jacchus	CCDS Europe	CCDS Asia	Paracentral - Specificity	Medial orbitofrontal - Specificity	Superior temporal - Specificity	Parahippocampal - Specificity	Precuneus - Specificity	Inferior temporal - Specificity	Isthmus of cingulate gyrus - Specificity	Entorhinal - Specificity	Superior parietal - Specificity	Pars orbitalis - Specificity	Fusiform - Specificity	Superior frontal - Specificity	Rostral anterior cingulate - Specificity	Precentral - Specificity	Cuneus - Specificity	Pars opercularis - Specificity	Insula - Specificity	Transverse temporal - Specificity	Inferior parietal - Specificity	Pericalcarine - Specificity	Postcentral - Specificity	Supramarginal - Specificity	Rostral middle frontal - Specificity	Frontal pole - Specificity	Lingual - Specificity	Lateral orbital - Specificity	Banks of superior temporal sulcus - Specificity	Caudal anterior cingulate - Specificity	Lateral occipital - Specificity	Posterior cingulate - Specificity	Pars triangularis - Specificity	Middle temporal - Specificity	Caudal middle frontal - Specificity	Temporal pole - Specificity	Paracentral - Expression	Medial orbitofrontal - Expression	Superior temporal - Expression	Parahippocampal - Expression	Precuneus - Expression	Inferior temporal - Expression	Isthmus of cingulate gyrus - Expression	Entorhinal - Expression	Superior parietal - Expression	Pars orbitalis - Expression	Fusiform - Expression	Superior frontal - Expression	Rostral anterior cingulate - Expression	Precentral - Expression	Cuneus - Expression	Pars opercularis - Expression	Insula - Expression	Transverse temporal - Expression	Inferior parietal - Expression	Pericalcarine - Expression	Postcentral - Expression	Supramarginal - Expression	Rostral middle frontal - Expression	Frontal pole - Expression	Lingual - Expression	Lateral orbital - Expression	Banks of superior temporal sulcus - Expression	Caudal anterior cingulate - Expression	Lateral occipital - Expression	Posterior cingulate - Expression	Pars triangularis - Expression	Middle temporal - Expression	Caudal middle frontal - Expression	Temporal pole - Expression	Fetal brain R1	Adult brain R1	Fetal brain R2	Adult brain R2	Fetal brain R3	Adult brain R3	Fetal brain R4	Adult brain R4
60496	AASDHPPT	23209	protein_coding	927	0.182312746578	0.182312746578	0.182312746578	0.182312746578	0.182312746578	0.182312746578	0.184256396461	0.184256396461	0.184256396461	0.358042777615	0.358042777615	0.358042777615		0.1416	0.1416	0.042761028283	0.042761028283	0.042761028283	0.0240678810517	0.0240678810517	0.0240678810517	0.0613	0.0613	0.0613	1.51941176	1.08529412	1.00490196													lq	0.0025	0.0025							0.007	0.007	0.007	0.0086	0.0086	0.0086	0.0086	0.0086	0.0086	0.0089	0.0089	0.0089				lq	0.0176	0.0176	0.0341	0.0341	0.0341	0.0607	0.0607	0.0607	0.1144	0.1144	0.1144	0.00116666666667	0.00133333333333	1.2427314257427127	-0.3691734601533789	0.1198129952372303	-2.220005462917446	1.066033280502241	-0.8985549444843269	-0.616457997394914	-0.21404202535805203	1.1384223873600974	1.409179740241743	-0.11288277688054721	-0.27620082937963525	-1.259088504465232	-0.3104550012456724	1.9238375993511772	1.1655070889844763	0.33475235505047607	-1.019036250209883	0.3172090583534697	-0.1773117717241413	-0.09980302666576366	0.5698297394356042	0.040055949832981455	-0.9607436113494164	0.3254997240704154	1.2310858078065525	0.4189501416471595	-1.321295300389486	0.40089635475374474	-1.2737763616347284	-2.2224074970526764	0.7962009269046726	1.1643817978039248	-0.31315155177430787	1.4190576515003586	1.401556674303652	1.4068657597715157	1.3814615874540943	1.4171391820933783	1.395809006828543	1.3988718254113701	1.4032409868996376	1.4179251342419785	1.4208648351511846	1.4043393058614644	1.4025661084863548	1.391894576351235	1.4021941997676923	1.4264526434239864	1.4182192016833364	1.4091994265205157	1.3945009019877537	1.4090089532251397	1.4036397792458244	1.4044813169765433	1.4117517383719054	1.4059998115104801	1.3951338041846262	1.4090989676874863	1.4189312112272845	1.4101135893573773	1.3912191768742086	1.409917573503402	1.391735105494337	1.3814355077858744	1.4142095242031614	1.4182069840298863	1.4021649224389092	0.468995570037	-0.581969025046	0.0122286004589	-0.687571351445	0.752153865365	-0.507620179435	0.898316996235	0.0580832392311
6833	ABCC8	84017	protein_coding	4743	0.0446	0.0446	0.0446	0.0246	0.0246	0.0246	0.0247	0.0247	0.0247	0.028	0.028	0.028	0.0254	0.0254	0.0254	0.0777	0.0777	0.0777	0.0643	0.0643	0.0643				0.32351261	0.29182197	0.37979799	0.0006	0.0006	0.0006	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0035	0.0035	0.0035	0.0069	0.0069	0.0069	lq	lq	lq	0.0126	0.0126	0.0126	0.0114	0.0114	0.0114	0.0117	0.0117	0.0117	0.0098	0.0098	0.0098	0.0104	0.0104	0.0104	0.0451	0.0451	0.0451	0.108	0.108	0.108	lq	lq	lq	0.00937179487179	0.00913034188034	0.37782863162732594	-0.1857948379736798	0.046376535589250555	-1.7234283797853427	1.0004946510167658	-0.7857173570995158	0.44347674177695373	-2.544983988334921	0.5240430881550776	0.33252331873912205	-0.6076792225537413	0.09219188685644061	-1.3878329124682423	0.06434655704975437	1.411317938466508	-0.6888041089013915	-0.09580293933789608	0.9448908093813972	0.4787048989148302	2.2334175228337707	0.929136500129408	-0.11721953518926007	-0.09813988528394736	-0.3439966398663927	1.7144716949252463	0.3082758146893636	0.5233091308918321	-0.8743566482557987	1.3031282172141352	-0.4618840583074637	-0.7033443481800759	-0.45618277913152616	0.2275983879481415	-1.8803646855366678	1.3693059407291992	1.3482063089890408	1.356897803837991	1.2906439411435209	1.392615870877296	1.3257477973959306	1.3717635228266498	1.2598884426070087	1.3747795793447217	1.3676099052207942	1.332412777257894	1.358612932983461	1.3032071879846607	1.3575705239350582	1.407995322839449	1.329375811412399	1.351575217530335	1.3905343028711323	1.3730823130874952	1.438771185484356	1.389944529482574	1.3507734725534777	1.3514877323535852	1.3422839158656164	1.4193440919502405	1.3667021832509654	1.3747521031504135	1.3224295246447442	1.4039451663083318	1.3378707193788457	1.3288314875672418	1.3380841506810328	1.3636819683631993	1.2847689227374246	0.103592505096	-0.607662333839	-0.213242889126	-0.428385415735	-0.44439344633	-0.561133631424	0.391465305146	1.74652787092
64137	ABCG4	13638	protein_coding	1938	0.116401020139	0.116401020139	0.116401020139	0.0780898595632	0.0780898595632	0.0780898595632	0.0766330503019	0.0766330503019	0.0766330503019	0.115557507193	0.115557507193	0.115557507193	0.0766	0.0766	0.0766	0.0169174108918	0.0169174108918	0.0169174108918	0.0082	0.0082	0.0082	0.0224	0.0224	0.0224	0.18623954	0.17801396	0.178652													0.0006	0.0006	0.0006				0.0006	0.0006	0.0006	0.0039	0.0039	0.0039	0.0059	0.0059	0.0059	0.0088	0.0088	0.0088	0.0095	0.0095	0.0095	0.0055	0.0055	0.0055	0.0083	0.0083	0.0083	0.0374	0.0374	0.0374	0.0777	0.0777	0.0777	0.1717	0.1717	0.1717	0.0025	0.0127142857143	0.8119691482561447	-0.09443370157122337	-0.7392013561021307	-0.7280942539602766	-0.6871542390524549	-0.41677674537647824	0.8810459447109216	0.477035622011865	-0.27269710037769407	-1.0434824681820698	-0.5504235708940866	-0.12365813502243618	-0.7649036965124119	0.7206193580897341	0.3138279862145803	-0.40030951197063913	-0.7089135051520637	0.4618190883115359	-0.2835306590273444	2.793395504777277	0.7930325214470146	1.3252390633966935	0.4329114496246417	1.0031636156011448	0.7684856418999516	-0.7244184811254111	-0.5361656381877722	-1.222700744304684	0.39404723239247275	0.6988682427824945	0.3097325733549538	-0.5878936798188193	0.9656410803317645	-3.2660765865657724	0.23025073018272038	0.18194216123186716	0.1475779679792548	0.14816994340140413	0.1503519241105338	0.16476223824237096	0.23393231744281692	0.2123997720247602	0.17244125366709503	0.13136069208900833	0.15763926098473138	0.18038458607784327	0.14620810988123042	0.22538205877713013	0.20370129173123455	0.16563989267667384	0.149192220114796	0.21158877615510321	0.17186385729735787	0.3358548462589989	0.2292414644438939	0.2576064860595783	0.2100480852173175	0.2404408251394129	0.22793318896422896	0.14836585113213843	0.1583991662800102	0.12180889241078435	0.20797673833415317	0.22422278919431948	0.20348301843857095	0.155642215917043	0.23844098590389315	0.012903053481462558	0.283937522495	-0.857742139002	0.206343517919	-0.686164405382	-0.154123917641	-0.613479769324	0.44213013891	1.45110060734
27034	ACAD8	12360	protein_coding	1245	0.6831	0.6831	0.6831	0.6831	0.6831	0.6831	0.66025	0.66025	0.66025	0.1764	0.1764	0.1764	0.5046	0.5046	0.5046	0.3427	0.3427	0.3427	0.1947	0.1947	0.1947	0.2114	0.2114	0.2114	0.6852459	0.68696331	0.84153005	0.0023	0.0023	0.0023	0.0023	0.0023	0.0023	0.0025	0.0025	0.0025	0.0022	0.0022	0.0022	0.0032	0.0032	0.0032	0.0109	0.0109	0.0109	0.0222	0.0222	0.0222	0.0265	0.0265	0.0265										0.0124	0.0124	0.0124	0.0064	0.0064	0.0064	0.0319	0.0319	0.0319	0.1138	0.1138	0.1138	0.1251	0.1251	0.1251	0.00190909090909	0.00318181818182	1.5409298373500944	0.2756953950662197	0.6681545199528266	0.422249365583501	0.6923085897442024	-0.5054252422166648	-0.658669501686972	-0.18349593209624285	-0.420155051063657	1.119051724110305	-0.5660786602581095	-0.06182240268159918	-0.7282408363194908	0.3626421600782872	0.4223830082743142	1.0077802118466106	0.7074757247481527	0.8787497532166297	0.36433630467943384	0.6313935238399283	0.4184517084603711	1.3030381147614205	-0.3756532775748775	-3.3861458732982794	0.2985899958031795	-0.3250293903495459	-3.0635985953926195	-0.5891690604240001	0.5480670369392062	-0.6745637014768427	0.26998705852570676	-0.2516136607581179	-0.07979029532420777	-0.06183255205951482	0.31959041328728194	0.27119361278213794	0.28620566536211267	0.2767994855258158	0.28712958875370986	0.24131477105159574	0.23545298638443524	0.25362896996838513	0.24457646255504417	0.30345304759314473	0.23899470192068578	0.25828313470895903	0.23279179578563303	0.2745194353334597	0.27680459752595593	0.299196773023816	0.2877097506450474	0.2942611965356118	0.27458423848420266	0.2847995112646674	0.2766542203891481	0.3104907572431684	0.24627871107253935	0.13112360249484462	0.27206935990652975	0.24821513810057433	0.14346143945263354	0.23811146522314905	0.2816121688808723	0.23484501335531763	0.2709752617670733	0.2510233816167422	0.2575958403335763	0.2582827464825546	0.775659222168	-1.13610846167	0.459525393102	-1.11651954432	0.461184843794	-0.629722959968	0.764508481681	0.727896356581
38	ACAT1	26260	protein_coding	1281	0.339167005834	0.339167005834	0.339167005834	0.339167005834	0.339167005834	0.339167005834	0.330530435242	0.330530435242	0.330530435242	0.351654534585	0.351654534585	0.351654534585	0.6983	0.6983	0.6983	0.1317	0.1317	0.1317	0.1808	0.1808	0.1808				0.80817916	0.63862	0.66706852													0.0023	0.0023	0.0023	0.0032	0.0032	0.0032	0.0074	0.0074	0.0074	lq	lq	lq	0.0035	0.0035	0.0035	0.0035	0.0035	0.0035	0.0036	0.0036	0.0036	0.003	0.003	0.003	0.0033	0.0033	0.0033	0.0242	0.0242	0.0242	0.0408	0.0408	0.0408	lq	lq	lq	0.0015	0.0015	-0.27603704769986803	-0.7525480233532682	-0.6707194024535765	0.71113636778007	0.1450491396357021	0.7490388107804274	-0.7556477432822025	0.9759168267040722	0.2865085213490106	2.1427573771216526	0.24087624127752946	0.66056150780938	0.8154794251842488	-0.0762361921848936	-2.1142853188912776	-0.4859392162026029	-0.3183293475447724	-0.011362315194895908	-0.012588229144312332	2.2838533391818423	1.4161735113196576	0.7626089019060643	-0.7791210917529046	0.1864673909394526	-1.6067341424465502	0.6768156054569882	0.28082610759172183	0.6567197916857682	-0.5937597262253586	-0.7673106011121209	0.3575490932845571	-1.4585194757789102	-2.004027720874649	-0.6651723648655545	1.061327925838013	1.0556957549060366	1.0566629367834384	1.0729959244772096	1.0663049977321415	1.073443916336001	1.0556591174446286	1.076125524592007	1.0679769915758268	1.0899171175795597	1.0674376361055231	1.0723981496708157	1.0742292180735626	1.0636894927863345	1.0396005596119497	1.0588469653724564	1.060828047610641	1.064456276308428	1.0644417864912699	1.0915848159469372	1.0813291841683685	1.073604309436448	1.0553816717661706	1.066794545052067	1.0455996134187222	1.0725902666649119	1.0679098276966668	1.0723527421083758	1.0575725696639664	1.0555212670860648	1.0688166629888467	1.0473514520540306	1.0409037607349192	1.0567285005699156	0.895624172247	-1.39466683043	0.807362808404	-1.39615061434	0.713123771684	-0.544386523678	0.853235668224	0.457447407866
84680	ACCS	18297	protein_coding	1503	0.2252	0.2252	0.2252	0.2252	0.2252	0.2252	0.3094	0.3094	0.3094	0.1572	0.1572	0.1572	0.2324	0.2324	0.2324	0.4415	0.4415	0.4415	0.219	0.219	0.219				1.00009687	0.99319965	0.95934057	0.0027	0.0027	0.0027	0.0027	0.0027	0.0027	0.0037	0.0037	0.0037	0.0009	0.0009	0.0009	0.0026	0.0026	0.0026	0.0149	0.0149	0.0149	0.02	0.02	0.02	lq	lq	lq	0.012	0.012	0.012	0.012	0.012	0.012	0.0121	0.0121	0.0121	0.0056	0.0056	0.0056	0.0113	0.0113	0.0113	0.0338	0.0338	0.0338	0.0911	0.0911	0.0911	lq	lq	lq	0.0109285714286	0.0355238095238	-0.4155679116346971	1.3710708535734963	1.2615082632794947	2.2304727603264745	-0.449455918916731	-0.7419980274036926	0.38769182673882796	1.6065490508822824	-1.380369647496251	-0.3607781024558712	0.7327797327217066	-0.6405495148584449	0.6962372271940264	0.16385499515115554	-1.1499309290019026	0.4390752360333823	1.2063113038470168	0.27321264699406694	-0.8765374946696572	-0.4110069188770708	-0.2795851250059136	-0.12111101769715207	-0.8416728745221493	0.3391972881435934	-1.7007334613463982	0.3075075711410922	0.7534047891675445	2.2784735186559244	-1.0932156119416445	-1.3373238172276967	-1.0312336899123173	-0.5202621092542471	-0.6628251084960395	-0.03318978313230014	-0.5173525327398913	-0.39293365780442724	-0.40056343416708573	-0.3330861830726572	-0.5197124433283892	-0.5400846420727474	-0.4614147153838779	-0.37653530523785433	-0.5845398953166175	-0.5135370516540078	-0.4373833052005095	-0.5330199180554752	-0.43992807111156773	-0.4770023804998377	-0.5684924845837065	-0.45783645093598213	-0.4044072685930376	-0.4693868757470939	-0.5494537711197697	-0.5170349119658751	-0.5078828930721485	-0.49684699117540415	-0.5470258506591388	-0.46479180315899427	-0.6068495563770755	-0.4669986280713682	-0.43594700684605586	-0.32974348142322596	-0.5645429139835056	-0.5815422475117171	-0.5602265848209467	-0.5246432814540433	-0.5345711573730583	-0.49072428674263585	0.747663936529	-1.52260161944	0.689036309606	-0.979071458352	0.456290979857	-0.310701390413	0.477717084566	0.675168173751
55331	ACER3	165930	protein_coding	801	0.4147	0.4147	0.4147	0.4147	0.4147	0.4147	0.4128	0.4128	0.4128	0.421407501054	0.421407501054	0.421407501054	0.417699115044	0.417699115044	0.417699115044	0.1972	0.1972	0.1972	2.24805	2.24805	2.24805	0.0613	0.0613	0.0613	0.4699115	0.52212389	0.53161706	0.0019	0.0019	0.0019	0.0019	0.0019	0.0019	0.0021	0.0021	0.0021							0.0017	0.0017	0.0017	0.0105	0.0105	0.0105	0.0035	0.0035	0.0035	0.0046	0.0046	0.0046	0.0046	0.0046	0.0046	0.0051	0.0051	0.0051	0.0042	0.0042	0.0042				0.0089	0.0089	0.0089				0.0565	0.0565	0.0565			0.6794692619410558	-1.3921442334265777	-0.12455368637301968	-0.1934090154175222	-0.006860754070226976	-0.008692912153555526	-0.4207823286874059	-0.46313502689014685	0.8265445245097689	1.6490803871506226	-0.5747948153562844	0.36514657175040593	-0.9416985159637248	1.037702214414319	0.382335221094647	1.2357127815385163	-1.3895754492046082	0.7222381252002132	0.37669636046962823	-1.6627383360680636	0.8389526230084785	-0.42178297417151267	-0.5743564698792174	-1.9132710658215455	-0.9582878698930714	-0.5064027253512178	1.9941881085197544	1.3438245426539892	-0.9870699934056628	-0.45937859756987953	0.07182661830717448	1.2719265216413904	1.4497484225971677	-1.2464575150932202	0.44326768681376566	0.365093056134044	0.41292698996900046	0.4103286578330006	0.41736826317800296	0.41729912466262287	0.4017484739178811	0.4001502479226882	0.44881773481216986	0.4798570369921182	0.39593664208133067	0.4314063718170944	0.3820911243946834	0.45678600421202814	0.432055004545822	0.4642581523662229	0.3651899920529775	0.44488161725849024	0.43184221589205	0.3548818878415943	0.4492859681576965	0.40171071345178244	0.3959531835336124	0.3454277576838907	0.3814651067424805	0.3985174933788897	0.49288005925137623	0.4683378694641445	0.3803789814199692	0.400292000945365	0.4203376183634737	0.4656247179753021	0.4723350244417682	0.3705907058771636	0.543259921781	-1.10308205294	0.371427049549	-0.940628437549	0.319739660161	-0.157543608817	0.239370064067	0.867234834805
56	ACRV1	9601	protein_coding	795	0.7506	0.7506	0.7506	0.7506	0.7506	0.7506	0.7629	0.7629	0.7629	1.11748	1.11748	1.11748							0.3586	0.3586	0.3586				0.58281787	0.62917838	0.78923253	0.0072	0.0072	0.0072	0.0072	0.0072	0.0072	0.0078	0.0078	0.0078	0.0052	0.0052	0.0052	lq	lq	lq	lq	lq	lq	0.0356	0.0356	0.0356	lq	lq	lq	0.0096	0.0096	0.0096	0.0096	0.0096	0.0096	0.0103	0.0103	0.0103				lq	lq	lq	lq	lq	lq	0.0992	0.0992	0.0992	lq	lq	lq		0.00025	1.2875256349021595	0.4315636361754054	0.5003402563024603	-2.076735173924109	0.6437666407569577	0.6225193063258626	0.8026637904492661	-1.1777826421084234	-0.011246956377627496	-0.6447840957790839	0.09953629539693548	-0.9940384601201547	-0.20793883790617107	0.1892447917922279	-0.6125224408034425	1.3992625721057956	-1.1875637795391651	-0.36548826893640846	0.7311447978274237	0.6524647281076089	1.017575795179201	0.6815160318130072	-0.3512506739618425	-1.8116985818156353	0.32176914839059617	0.4164866605573213	1.2937316842977813	-2.941210579900857	0.367150561069445	-0.9721289456834136	0.8224739602694954	0.4178448838281383	-0.29510145054803083	0.9509097118573376	-1.5541203306204465	-1.6340056586974123	-1.6275868657240706	-1.8681004826007193	-1.6142011502436127	-1.6161841241189878	-1.5993715772572574	-1.7842029286946612	-1.6753323408569867	-1.7344591739469026	-1.6649931477308801	-1.7670544287820473	-1.6936892252856834	-1.6566208220008956	-1.7314482541912726	-1.5436921318217787	-1.7851157839076064	-1.7083930182168083	-1.6060463107125147	-1.6133893740634992	-1.5793142429000464	-1.6106780703712542	-1.7070642501789022	-1.8433651145067145	-1.6442525723346753	-1.63541276455661	-1.553541131669128	-1.9487803510103516	-1.640017210197292	-1.7650096548885925	-1.597522731259768	-1.6352860041259458	-1.70182394845949	-1.585536063431443	0.640217604334	-1.67649929777	0.546202791675	-0.392187602472	0.468978413773	0.116151285719	0.583360937267	-0.0231392947674
91703	ACY3	8104	protein_coding	957	0.387	0.387	0.387	0.387	0.387	0.387	0.7962	0.7962	0.7962	0.129100889763	0.129100889763	0.129100889763	0.0289	0.0289	0.0289				0.1572	0.1572	0.1572				0.42877493	0.46866097	0.48275862	0.0041	0.0041	0.0041	0.0041	0.0041	0.0041	0.0048	0.0048	0.0048				0.0013	0.0013	0.0013	lq	lq	lq	0.0189	0.0189	0.0189	lq	lq	lq	0.0107	0.0107	0.0107	0.0107	0.0107	0.0107	0.006	0.006	0.006	0.0102	0.0102	0.0102	0.0458	0.0458	0.0458	lq	lq	lq	0.1199	0.1199	0.1199	lq	lq	lq	0.0566555555556	0.0557111111111	-0.5010697735751799	0.6807490931096659	0.8671890318719977	0.8667582011369709	-1.4084568231758055	0.02133747315209851	0.21626232958354535	2.1115612098958465	-0.46096905034877467	0.49930521914060666	-0.1951695191869541	0.06728582826995465	1.2262278890891856	0.4724633334607338	-1.9042230440877255	-1.4563056238530703	0.09994642399858357	-0.7839486488528139	-0.6008380122675846	-1.5980873353452476	0.12165942047951753	1.1331488678194608	0.2613829168313526	0.7178571593590549	-1.7699323233526527	0.20415221663056266	-0.01171471671642052	0.8674338743169039	-0.9661024911340858	-1.3896941573800803	1.4935649980490948	-0.2380791115475906	-0.2949224262167166	1.6512275708456468	-0.6622972061759927	-0.46008314551028484	-0.42818250646129713	-0.4282562233690613	-0.8175548561151256	-0.5729111812445717	-0.5395587379431278	-0.21526531738012525	-0.6554358077774465	-0.49112893735918467	-0.6099564166165622	-0.5650492290188849	-0.3667494837694841	-0.4957216942124218	-0.9023824921408632	-0.8257419823793013	-0.5594608669845459	-0.7106989432432794	-0.6793679614669866	-0.850001415374639	-0.5557456841325863	-0.38267568649337413	-0.5318384201988406	-0.4537338030084257	-0.8794047984222494	-0.5416308279937905	-0.5785665466441406	-0.42814061291364486	-0.7418662135855454	-0.8143444869575321	-0.3210070067340164	-0.6172984240572578	-0.6270245485971259	-0.2940302931623119	0.623892735719	-1.15986435887	0.454326410636	-0.480354047983	-0.024272346938	-0.0061527075721	0.059457417032	0.541763165496
11095	ADAMTS8	24068	protein_coding	2667	0.1172	0.1172	0.1172	0.1337	0.1337	0.1337		0.1454	0.1454				0.0307	0.0307	0.0307				0.0438	0.0438	0.0438	0.0662	0.0662	0.0662	0.39366305	0.34483961	0.34851714	0.0022	0.0022	0.0022	0.0022	0.0022	0.0022	lq	0.0024	0.0024	lq	lq	lq	0.0006	0.0006	0.0006	lq	lq	lq	0.0028	0.0028	0.0028	0.014	0.014	0.014	0.0189	0.0189	0.0189	0.0165	0.0165	0.0165	lq	0.0166	0.0166	lq	lq	lq	0.0181	0.0181	0.0181	lq	lq	lq	0.0632	0.0632	0.0632	0.2108	0.2108	0.2108	0.0357222222222	0.0388333333333	-1.0561241949727798	0.853413772077566	0.8619985713520233	0.8199825131557167	-0.4327778761248715	1.2943049747393205	-0.37379260201772807	0.38431735979042125	0.2821129994875346	1.1886089080596463	1.2309289685785754	0.10378918569951764	-0.2992615293168296	-0.35703698667514977	-1.6702541571728249	0.5660304396884447	0.4862481767988696	-0.3674850327293523	-0.01624631248330686	-3.4322811206581214	-0.24445442256267833	0.9367646523246763	0.2950539592503857	0.40059979399744994	-1.9845978534972755	-0.07931703425462512	0.9360086436858035	-0.19836535278753753	-1.2301001209780444	-0.4670747803777794	0.42799384566119436	0.9108783926396106	-0.6840740698151088	0.9142082894370892	-0.13845664128090152	0.10089167327075246	0.1019677226987089	0.09670127977538522	-0.06032418548653547	0.15615455260524877	-0.052930760383435714	0.04209345214054352	0.029282792284372708	0.142906229790491	0.14821077745160732	0.0069310480346813684	-0.04358876931517616	-0.05083055166241361	-0.21543388598858756	0.0648700191196044	0.054869825102392016	-0.052140147102034164	-0.008114630381866023	-0.4362926440661928	-0.03671905064321806	0.11133917054380178	0.030904858439309502	0.04413435064662061	-0.2548348485268781	-0.0160201400988788	0.11124440971860582	-0.030942081889371496	-0.1602634057341089	-0.06462308206200038	0.047568019003886255	0.10809449422283939	-0.09182254867745623	0.1085118753903574	0.640229199007	-0.486366047252	0.436620219647	-0.417459289293	-0.587106219792	0.454051468003	-0.516234696841	0.200430137363
