Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
transmembrane GluA regulatory protein [Ciona intestinalis],Ciona intestinalis,126,126,46%,8e-29,35.00,753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAV92798.1?report=genbank&log$=prottop&blast_rank=1&RID=059A3AUX013"",""BAV92798.1"")"
uncharacterized protein LOC113474605 [Ciona intestinalis],Ciona intestinalis,124,124,47%,6e-28,34.31,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692152.1?report=genbank&log$=prottop&blast_rank=2&RID=059A3AUX013"",""XP_026692152.1"")"
voltage-dependent calcium channel gamma-5 subunit-like [Branchiostoma floridae],Branchiostoma floridae,114,114,53%,7e-26,30.08,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696133.1?report=genbank&log$=prottop&blast_rank=3&RID=059A3AUX013"",""XP_035696133.1"")"
CACNG5 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,114,114,50%,9e-26,30.94,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273586.1?report=genbank&log$=prottop&blast_rank=4&RID=059A3AUX013"",""CAH1273586.1"")"
CACNG3 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,114,114,51%,5e-25,32.58,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1273584.1?report=genbank&log$=prottop&blast_rank=5&RID=059A3AUX013"",""CAH1273584.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,108,108,58%,1e-24,28.63,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006816113.1?report=genbank&log$=prottop&blast_rank=6&RID=059A3AUX013"",""XP_006816113.1"")"
voltage-dependent calcium channel gamma-3 subunit-like [Branchiostoma floridae],Branchiostoma floridae,111,111,51%,3e-24,31.36,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035696291.1?report=genbank&log$=prottop&blast_rank=7&RID=059A3AUX013"",""XP_035696291.1"")"
PREDICTED: voltage-dependent calcium channel gamma-7 subunit-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,99.4,99.4,33%,3e-21,38.56,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006822518.1?report=genbank&log$=prottop&blast_rank=8&RID=059A3AUX013"",""XP_006822518.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,94.4,94.4,49%,3e-18,29.02,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776145.1?report=genbank&log$=prottop&blast_rank=9&RID=059A3AUX013"",""XP_014776145.1"")"
hypothetical protein OCBIM_22024219mg [Octopus bimaculoides],Octopus bimaculoides,94.0,94.0,49%,3e-18,29.02,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF83196.1?report=genbank&log$=prottop&blast_rank=10&RID=059A3AUX013"",""KOF83196.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,86.3,86.3,51%,2e-16,28.02,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014776155.1?report=genbank&log$=prottop&blast_rank=11&RID=059A3AUX013"",""XP_014776155.1"")"
hypothetical protein OCBIM_22024222mg [Octopus bimaculoides],Octopus bimaculoides,65.1,65.1,28%,8e-10,30.08,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF83199.1?report=genbank&log$=prottop&blast_rank=12&RID=059A3AUX013"",""KOF83199.1"")"
PREDICTED: voltage-dependent calcium channel gamma-5 subunit-like [Octopus bimaculoides],Octopus bimaculoides,61.6,61.6,33%,2e-08,26.17,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014788097.1?report=genbank&log$=prottop&blast_rank=13&RID=059A3AUX013"",""XP_014788097.1"")"
hypothetical protein OCBIM_22029385mg [Octopus bimaculoides],Octopus bimaculoides,60.8,60.8,34%,3e-08,25.17,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF97505.1?report=genbank&log$=prottop&blast_rank=14&RID=059A3AUX013"",""KOF97505.1"")"
hypothetical protein OCBIM_22029385mg [Octopus bimaculoides],Octopus bimaculoides,58.5,58.5,18%,2e-07,37.04,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF97504.1?report=genbank&log$=prottop&blast_rank=15&RID=059A3AUX013"",""KOF97504.1"")"
hypothetical protein OCBIM_22014266mg [Octopus bimaculoides],Octopus bimaculoides,47.8,47.8,13%,6e-05,41.67,62,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF64403.1?report=genbank&log$=prottop&blast_rank=16&RID=059A3AUX013"",""KOF64403.1"")"



		


